logg,Teff,Z,xi,u,Filt,Met,Mod
0,3500,-5,2,0.3866,H ,L,A
0.5,3500,-5,2,0.352,H ,L,A
1,3500,-5,2,0.2919,H ,L,A
1.5,3500,-5,2,0.278,H ,L,A
2,3500,-5,2,0.2925,H ,L,A
2.5,3500,-5,2,0.231,H ,L,A
3,3500,-5,2,0.1178,H ,L,A
0,3750,-5,2,0.3734,H ,L,A
0.5,3750,-5,2,0.3452,H ,L,A
1,3750,-5,2,0.3148,H ,L,A
1.5,3750,-5,2,0.27,H ,L,A
2,3750,-5,2,0.223,H ,L,A
2.5,3750,-5,2,0.2511,H ,L,A
3,3750,-5,2,0.278,H ,L,A
0,4000,-5,2,0.3664,H ,L,A
0.5,4000,-5,2,0.3473,H ,L,A
1,4000,-5,2,0.3232,H ,L,A
1.5,4000,-5,2,0.2952,H ,L,A
2,4000,-5,2,0.266,H ,L,A
2.5,4000,-5,2,0.2172,H ,L,A
3,4000,-5,2,0.1965,H ,L,A
3.5,4000,-5,2,0.247,H ,L,A
0,4250,-5,2,0.3586,H ,L,A
0.5,4250,-5,2,0.348,H ,L,A
1,4250,-5,2,0.3325,H ,L,A
1.5,4250,-5,2,0.3124,H ,L,A
2,4250,-5,2,0.2901,H ,L,A
2.5,4250,-5,2,0.2608,H ,L,A
3,4250,-5,2,0.2289,H ,L,A
3.5,4250,-5,2,0.1866,H ,L,A
4,4250,-5,2,0.1572,H ,L,A
0,4500,-5,2,0.3475,H ,L,A
0.5,4500,-5,2,0.342,H ,L,A
1,4500,-5,2,0.3335,H ,L,A
1.5,4500,-5,2,0.321,H ,L,A
2,4500,-5,2,0.3042,H ,L,A
2.5,4500,-5,2,0.2838,H ,L,A
3,4500,-5,2,0.2611,H ,L,A
3.5,4500,-5,2,0.2316,H ,L,A
4,4500,-5,2,0.1951,H ,L,A
0,4750,-5,2,0.3343,H ,L,A
0.5,4750,-5,2,0.3316,H ,L,A
1,4750,-5,2,0.3276,H ,L,A
1.5,4750,-5,2,0.32,H ,L,A
2,4750,-5,2,0.3094,H ,L,A
2.5,4750,-5,2,0.2956,H ,L,A
3,4750,-5,2,0.2792,H ,L,A
3.5,4750,-5,2,0.2614,H ,L,A
4,4750,-5,2,0.2354,H ,L,A
4.5,4750,-5,2,0.205,H ,L,A
0,5000,-5,2,0.3207,H ,L,A
0.5,5000,-5,2,0.3196,H ,L,A
1,5000,-5,2,0.3174,H ,L,A
1.5,5000,-5,2,0.3136,H ,L,A
2,5000,-5,2,0.3072,H ,L,A
2.5,5000,-5,2,0.2986,H ,L,A
3,5000,-5,2,0.2875,H ,L,A
3.5,5000,-5,2,0.2745,H ,L,A
4,5000,-5,2,0.2588,H ,L,A
4.5,5000,-5,2,0.2382,H ,L,A
5,5000,-5,2,0.2169,H ,L,A
0,5250,-5,2,0.3081,H ,L,A
0.5,5250,-5,2,0.3064,H ,L,A
1,5250,-5,2,0.3056,H ,L,A
1.5,5250,-5,2,0.3035,H ,L,A
2,5250,-5,2,0.2999,H ,L,A
2.5,5250,-5,2,0.2952,H ,L,A
3,5250,-5,2,0.2883,H ,L,A
3.5,5250,-5,2,0.2793,H ,L,A
4,5250,-5,2,0.2698,H ,L,A
4.5,5250,-5,2,0.2548,H ,L,A
5,5250,-5,2,0.2346,H ,L,A
0,5500,-5,2,0.2963,H ,L,A
0.5,5500,-5,2,0.292,H ,L,A
1,5500,-5,2,0.2915,H ,L,A
1.5,5500,-5,2,0.2913,H ,L,A
2,5500,-5,2,0.2901,H ,L,A
2.5,5500,-5,2,0.2876,H ,L,A
3,5500,-5,2,0.2838,H ,L,A
3.5,5500,-5,2,0.2792,H ,L,A
4,5500,-5,2,0.2722,H ,L,A
4.5,5500,-5,2,0.2626,H ,L,A
5,5500,-5,2,0.2491,H ,L,A
0,5750,-5,2,0.325,H ,L,A
0.5,5750,-5,2,0.2793,H ,L,A
1,5750,-5,2,0.2761,H ,L,A
1.5,5750,-5,2,0.2769,H ,L,A
2,5750,-5,2,0.2778,H ,L,A
2.5,5750,-5,2,0.2778,H ,L,A
3,5750,-5,2,0.2768,H ,L,A
3.5,5750,-5,2,0.2743,H ,L,A
4,5750,-5,2,0.2711,H ,L,A
4.5,5750,-5,2,0.2652,H ,L,A
5,5750,-5,2,0.2559,H ,L,A
0,6000,-5,2,0.3253,H ,L,A
0.5,6000,-5,2,0.3101,H ,L,A
1,6000,-5,2,0.2712,H ,L,A
1.5,6000,-5,2,0.2625,H ,L,A
2,6000,-5,2,0.2639,H ,L,A
2.5,6000,-5,2,0.2659,H ,L,A
3,6000,-5,2,0.2671,H ,L,A
3.5,6000,-5,2,0.2669,H ,L,A
4,6000,-5,2,0.2671,H ,L,A
4.5,6000,-5,2,0.2646,H ,L,A
5,6000,-5,2,0.2585,H ,L,A
0.5,6250,-5,2,0.3064,H ,L,A
1,6250,-5,2,0.2966,H ,L,A
1.5,6250,-5,2,0.2563,H ,L,A
2,6250,-5,2,0.2504,H ,L,A
2.5,6250,-5,2,0.2531,H ,L,A
3,6250,-5,2,0.2559,H ,L,A
3.5,6250,-5,2,0.2582,H ,L,A
4,6250,-5,2,0.2598,H ,L,A
4.5,6250,-5,2,0.259,H ,L,A
5,6250,-5,2,0.2582,H ,L,A
0.5,6500,-5,2,0.3052,H ,L,A
1,6500,-5,2,0.2898,H ,L,A
1.5,6500,-5,2,0.2837,H ,L,A
2,6500,-5,2,0.2426,H ,L,A
2.5,6500,-5,2,0.2393,H ,L,A
3,6500,-5,2,0.2437,H ,L,A
3.5,6500,-5,2,0.2478,H ,L,A
4,6500,-5,2,0.2515,H ,L,A
4.5,6500,-5,2,0.2538,H ,L,A
5,6500,-5,2,0.2539,H ,L,A
0.5,6750,-5,2,0.3068,H ,L,A
1,6750,-5,2,0.2848,H ,L,A
1.5,6750,-5,2,0.2749,H ,L,A
2,6750,-5,2,0.2721,H ,L,A
2.5,6750,-5,2,0.2317,H ,L,A
3,6750,-5,2,0.2319,H ,L,A
3.5,6750,-5,2,0.2372,H ,L,A
4,6750,-5,2,0.2423,H ,L,A
4.5,6750,-5,2,0.2466,H ,L,A
5,6750,-5,2,0.2493,H ,L,A
0.5,7000,-5,2,0.3109,H ,L,A
1,7000,-5,2,0.2828,H ,L,A
1.5,7000,-5,2,0.2676,H ,L,A
2,7000,-5,2,0.2619,H ,L,A
2.5,7000,-5,2,0.2617,H ,L,A
3,7000,-5,2,0.2244,H ,L,A
3.5,7000,-5,2,0.2272,H ,L,A
4,7000,-5,2,0.2327,H ,L,A
4.5,7000,-5,2,0.2384,H ,L,A
5,7000,-5,2,0.2426,H ,L,A
1,7250,-5,2,0.283,H ,L,A
1.5,7250,-5,2,0.2626,H ,L,A
2,7250,-5,2,0.2526,H ,L,A
2.5,7250,-5,2,0.2507,H ,L,A
3,7250,-5,2,0.2526,H ,L,A
3.5,7250,-5,2,0.2189,H ,L,A
4,7250,-5,2,0.2234,H ,L,A
4.5,7250,-5,2,0.2298,H ,L,A
5,7250,-5,2,0.2349,H ,L,A
1,7500,-5,2,0.2843,H ,L,A
1.5,7500,-5,2,0.2598,H ,L,A
2,7500,-5,2,0.2456,H ,L,A
2.5,7500,-5,2,0.2401,H ,L,A
3,7500,-5,2,0.2408,H ,L,A
3.5,7500,-5,2,0.2448,H ,L,A
4,7500,-5,2,0.219,H ,L,A
4.5,7500,-5,2,0.2219,H ,L,A
5,7500,-5,2,0.227,H ,L,A
1.5,7750,-5,2,0.2578,H ,L,A
2,7750,-5,2,0.2406,H ,L,A
2.5,7750,-5,2,0.2313,H ,L,A
3,7750,-5,2,0.2296,H ,L,A
3.5,7750,-5,2,0.233,H ,L,A
4,7750,-5,2,0.2387,H ,L,A
4.5,7750,-5,2,0.2151,H ,L,A
5,7750,-5,2,0.2199,H ,L,A
1.5,8000,-5,2,0.2564,H ,L,A
2,8000,-5,2,0.2365,H ,L,A
2.5,8000,-5,2,0.2253,H ,L,A
3,8000,-5,2,0.2201,H ,L,A
3.5,8000,-5,2,0.2213,H ,L,A
4,8000,-5,2,0.2269,H ,L,A
4.5,8000,-5,2,0.2337,H ,L,A
5,8000,-5,2,0.2133,H ,L,A
2,8250,-5,2,0.233,H ,L,A
2.5,8250,-5,2,0.2199,H ,L,A
3,8250,-5,2,0.213,H ,L,A
3.5,8250,-5,2,0.2108,H ,L,A
4,8250,-5,2,0.2152,H ,L,A
4.5,8250,-5,2,0.2219,H ,L,A
5,8250,-5,2,0.2098,H ,L,A
1.5,8500,-5,2,0.2559,H ,L,A
2,8500,-5,2,0.2299,H ,L,A
2.5,8500,-5,2,0.2149,H ,L,A
3,8500,-5,2,0.2069,H ,L,A
3.5,8500,-5,2,0.2035,H ,L,A
4,8500,-5,2,0.2042,H ,L,A
4.5,8500,-5,2,0.2109,H ,L,A
5,8500,-5,2,0.2191,H ,L,A
2,8750,-5,2,0.2279,H ,L,A
2.5,8750,-5,2,0.211,H ,L,A
3,8750,-5,2,0.2018,H ,L,A
3.5,8750,-5,2,0.1973,H ,L,A
4,8750,-5,2,0.1963,H ,L,A
4.5,8750,-5,2,0.1996,H ,L,A
5,8750,-5,2,0.2082,H ,L,A
1.5,9000,-5,2,0.2595,H ,L,A
2,9000,-5,2,0.2265,H ,L,A
2.5,9000,-5,2,0.2077,H ,L,A
3,9000,-5,2,0.1971,H ,L,A
3.5,9000,-5,2,0.1917,H ,L,A
4,9000,-5,2,0.1899,H ,L,A
4.5,9000,-5,2,0.1907,H ,L,A
5,9000,-5,2,0.194,H ,L,A
2,9250,-5,2,0.2256,H ,L,A
2.5,9250,-5,2,0.2051,H ,L,A
3,9250,-5,2,0.1934,H ,L,A
3.5,9250,-5,2,0.1873,H ,L,A
4,9250,-5,2,0.1849,H ,L,A
4.5,9250,-5,2,0.185,H ,L,A
5,9250,-5,2,0.1872,H ,L,A
2,9500,-5,2,0.2251,H ,L,A
2.5,9500,-5,2,0.2033,H ,L,A
3,9500,-5,2,0.1907,H ,L,A
3.5,9500,-5,2,0.1838,H ,L,A
4,9500,-5,2,0.1805,H ,L,A
4.5,9500,-5,2,0.1799,H ,L,A
5,9500,-5,2,0.1814,H ,L,A
2,9750,-5,2,0.2248,H ,L,A
2.5,9750,-5,2,0.2016,H ,L,A
3,9750,-5,2,0.1883,H ,L,A
3.5,9750,-5,2,0.1808,H ,L,A
4,9750,-5,2,0.1768,H ,L,A
4.5,9750,-5,2,0.1754,H ,L,A
5,9750,-5,2,0.1765,H ,L,A
2,10000,-5,2,0.2244,H ,L,A
2.5,10000,-5,2,0.2003,H ,L,A
3,10000,-5,2,0.1862,H ,L,A
3.5,10000,-5,2,0.1781,H ,L,A
4,10000,-5,2,0.1737,H ,L,A
4.5,10000,-5,2,0.172,H ,L,A
5,10000,-5,2,0.1726,H ,L,A
2,10500,-5,2,0.2237,H ,L,A
2.5,10500,-5,2,0.1976,H ,L,A
3,10500,-5,2,0.1825,H ,L,A
3.5,10500,-5,2,0.1738,H ,L,A
4,10500,-5,2,0.1691,H ,L,A
4.5,10500,-5,2,0.1668,H ,L,A
5,10500,-5,2,0.1663,H ,L,A
2.5,11000,-5,2,0.1952,H ,L,A
3,11000,-5,2,0.1792,H ,L,A
3.5,11000,-5,2,0.17,H ,L,A
4,11000,-5,2,0.165,H ,L,A
4.5,11000,-5,2,0.1624,H ,L,A
5,11000,-5,2,0.1614,H ,L,A
2.5,11500,-5,2,0.1931,H ,L,A
3,11500,-5,2,0.1762,H ,L,A
3.5,11500,-5,2,0.1666,H ,L,A
4,11500,-5,2,0.1614,H ,L,A
4.5,11500,-5,2,0.1586,H ,L,A
5,11500,-5,2,0.1577,H ,L,A
2.5,12000,-5,2,0.1913,H ,L,A
3,12000,-5,2,0.1735,H ,L,A
3.5,12000,-5,2,0.1634,H ,L,A
4,12000,-5,2,0.1579,H ,L,A
4.5,12000,-5,2,0.1551,H ,L,A
5,12000,-5,2,0.1542,H ,L,A
2.5,12500,-5,2,0.1899,H ,L,A
3,12500,-5,2,0.171,H ,L,A
3.5,12500,-5,2,0.1604,H ,L,A
4,12500,-5,2,0.1547,H ,L,A
4.5,12500,-5,2,0.1518,H ,L,A
5,12500,-5,2,0.1508,H ,L,A
2.5,13000,-5,2,0.1889,H ,L,A
3,13000,-5,2,0.1689,H ,L,A
3.5,13000,-5,2,0.1578,H ,L,A
4,13000,-5,2,0.1517,H ,L,A
4.5,13000,-5,2,0.1486,H ,L,A
5,13000,-5,2,0.1476,H ,L,A
2,14000,-5,2,0.231,H ,L,A
2.5,14000,-5,2,0.1878,H ,L,A
3,14000,-5,2,0.1654,H ,L,A
3.5,14000,-5,2,0.153,H ,L,A
4,14000,-5,2,0.1464,H ,L,A
4.5,14000,-5,2,0.143,H ,L,A
5,14000,-5,2,0.1417,H ,L,A
2.5,15000,-5,2,0.1881,H ,L,A
3,15000,-5,2,0.163,H ,L,A
3.5,15000,-5,2,0.1493,H ,L,A
4,15000,-5,2,0.1419,H ,L,A
4.5,15000,-5,2,0.1381,H ,L,A
5,15000,-5,2,0.1366,H ,L,A
2.5,16000,-5,2,0.1897,H ,L,A
3,16000,-5,2,0.1616,H ,L,A
3.5,16000,-5,2,0.1464,H ,L,A
4,16000,-5,2,0.1383,H ,L,A
4.5,16000,-5,2,0.1342,H ,L,A
5,16000,-5,2,0.1325,H ,L,A
2.5,17000,-5,2,0.1925,H ,L,A
3,17000,-5,2,0.161,H ,L,A
3.5,17000,-5,2,0.1443,H ,L,A
4,17000,-5,2,0.1354,H ,L,A
4.5,17000,-5,2,0.1309,H ,L,A
5,17000,-5,2,0.129,H ,L,A
2.5,18000,-5,2,0.1965,H ,L,A
3,18000,-5,2,0.1611,H ,L,A
3.5,18000,-5,2,0.143,H ,L,A
4,18000,-5,2,0.1333,H ,L,A
4.5,18000,-5,2,0.1283,H ,L,A
5,18000,-5,2,0.1262,H ,L,A
2.5,19000,-5,2,0.2022,H ,L,A
3,19000,-5,2,0.1616,H ,L,A
3.5,19000,-5,2,0.1422,H ,L,A
4,19000,-5,2,0.1318,H ,L,A
4.5,19000,-5,2,0.1264,H ,L,A
5,19000,-5,2,0.1241,H ,L,A
3,20000,-5,2,0.1631,H ,L,A
3.5,20000,-5,2,0.1415,H ,L,A
4,20000,-5,2,0.1306,H ,L,A
4.5,20000,-5,2,0.1251,H ,L,A
5,20000,-5,2,0.1227,H ,L,A
3,21000,-5,2,0.1658,H ,L,A
3.5,21000,-5,2,0.1417,H ,L,A
4,21000,-5,2,0.1298,H ,L,A
4.5,21000,-5,2,0.124,H ,L,A
5,21000,-5,2,0.1216,H ,L,A
3,22000,-5,2,0.1699,H ,L,A
3.5,22000,-5,2,0.1429,H ,L,A
4,22000,-5,2,0.1298,H ,L,A
4.5,22000,-5,2,0.1235,H ,L,A
5,22000,-5,2,0.1209,H ,L,A
3,23000,-5,2,0.175,H ,L,A
3.5,23000,-5,2,0.1452,H ,L,A
4,23000,-5,2,0.1306,H ,L,A
4.5,23000,-5,2,0.1235,H ,L,A
5,23000,-5,2,0.1207,H ,L,A
3,24000,-5,2,0.1816,H ,L,A
3.5,24000,-5,2,0.1482,H ,L,A
4,24000,-5,2,0.1323,H ,L,A
4.5,24000,-5,2,0.1244,H ,L,A
5,24000,-5,2,0.1211,H ,L,A
3,25000,-5,2,0.1894,H ,L,A
3.5,25000,-5,2,0.1519,H ,L,A
4,25000,-5,2,0.1345,H ,L,A
4.5,25000,-5,2,0.1259,H ,L,A
5,25000,-5,2,0.1221,H ,L,A
3,26000,-5,2,0.1965,H ,L,A
3.5,26000,-5,2,0.1557,H ,L,A
4,26000,-5,2,0.1369,H ,L,A
4.5,26000,-5,2,0.1277,H ,L,A
5,26000,-5,2,0.1236,H ,L,A
3.5,27000,-5,2,0.1589,H ,L,A
4,27000,-5,2,0.1392,H ,L,A
4.5,27000,-5,2,0.1293,H ,L,A
5,27000,-5,2,0.1248,H ,L,A
3.5,28000,-5,2,0.1598,H ,L,A
4,28000,-5,2,0.1406,H ,L,A
4.5,28000,-5,2,0.1305,H ,L,A
5,28000,-5,2,0.1256,H ,L,A
3.5,29000,-5,2,0.157,H ,L,A
4,29000,-5,2,0.1399,H ,L,A
4.5,29000,-5,2,0.1303,H ,L,A
5,29000,-5,2,0.1253,H ,L,A
3.5,30000,-5,2,0.1525,H ,L,A
4,30000,-5,2,0.1368,H ,L,A
4.5,30000,-5,2,0.1282,H ,L,A
5,30000,-5,2,0.1235,H ,L,A
3.5,31000,-5,2,0.1487,H ,L,A
4,31000,-5,2,0.1317,H ,L,A
4.5,31000,-5,2,0.124,H ,L,A
5,31000,-5,2,0.1198,H ,L,A
4,32000,-5,2,0.1261,H ,L,A
4.5,32000,-5,2,0.1185,H ,L,A
5,32000,-5,2,0.1147,H ,L,A
4,33000,-5,2,0.1212,H ,L,A
4.5,33000,-5,2,0.1124,H ,L,A
5,33000,-5,2,0.1085,H ,L,A
4,34000,-5,2,0.1169,H ,L,A
4.5,34000,-5,2,0.1066,H ,L,A
5,34000,-5,2,0.1024,H ,L,A
4,35000,-5,2,0.1126,H ,L,A
4.5,35000,-5,2,0.1015,H ,L,A
5,35000,-5,2,0.0964,H ,L,A
4.5,37500,-5,2,0.0887,H ,L,A
5,37500,-5,2,0.0826,H ,L,A
4.5,40000,-5,2,0.0811,H ,L,A
5,40000,-5,2,0.0719,H ,L,A
5,42500,-5,2,0.0679,H ,L,A
5,45000,-5,2,0.0669,H ,L,A
5,47500,-5,2,0.0667,H ,L,A
5,50000,-5,2,0.0668,H ,L,A
0,3500,-4.5,2,0.3878,H ,L,A
0.5,3500,-4.5,2,0.3535,H ,L,A
1,3500,-4.5,2,0.295,H ,L,A
1.5,3500,-4.5,2,0.2785,H ,L,A
2,3500,-4.5,2,0.2887,H ,L,A
2.5,3500,-4.5,2,0.2661,H ,L,A
3,3500,-4.5,2,0.1824,H ,L,A
0,3750,-4.5,2,0.3735,H ,L,A
0.5,3750,-4.5,2,0.3459,H ,L,A
1,3750,-4.5,2,0.3162,H ,L,A
1.5,3750,-4.5,2,0.2731,H ,L,A
2,3750,-4.5,2,0.2231,H ,L,A
2.5,3750,-4.5,2,0.2331,H ,L,A
3,3750,-4.5,2,0.2634,H ,L,A
3.5,3750,-4.5,2,0.2218,H ,L,A
0,4000,-4.5,2,0.3668,H ,L,A
0.5,4000,-4.5,2,0.3478,H ,L,A
1,4000,-4.5,2,0.3239,H ,L,A
1.5,4000,-4.5,2,0.2967,H ,L,A
2,4000,-4.5,2,0.2672,H ,L,A
2.5,4000,-4.5,2,0.2194,H ,L,A
3,4000,-4.5,2,0.1935,H ,L,A
3.5,4000,-4.5,2,0.2174,H ,L,A
4,4000,-4.5,2,0.2736,H ,L,A
0,4250,-4.5,2,0.3584,H ,L,A
0.5,4250,-4.5,2,0.3482,H ,L,A
1,4250,-4.5,2,0.3326,H ,L,A
1.5,4250,-4.5,2,0.3128,H ,L,A
2,4250,-4.5,2,0.2895,H ,L,A
2.5,4250,-4.5,2,0.2663,H ,L,A
3,4250,-4.5,2,0.2304,H ,L,A
3.5,4250,-4.5,2,0.189,H ,L,A
4,4250,-4.5,2,0.1619,H ,L,A
4.5,4250,-4.5,2,0.149,H ,L,A
0,4500,-4.5,2,0.3474,H ,L,A
0.5,4500,-4.5,2,0.3421,H ,L,A
1,4500,-4.5,2,0.3335,H ,L,A
1.5,4500,-4.5,2,0.321,H ,L,A
2,4500,-4.5,2,0.3042,H ,L,A
2.5,4500,-4.5,2,0.2847,H ,L,A
3,4500,-4.5,2,0.2622,H ,L,A
3.5,4500,-4.5,2,0.2379,H ,L,A
4,4500,-4.5,2,0.2036,H ,L,A
4.5,4500,-4.5,2,0.175,H ,L,A
5,4500,-4.5,2,0.1545,H ,L,A
0,4750,-4.5,2,0.3343,H ,L,A
0.5,4750,-4.5,2,0.3323,H ,L,A
1,4750,-4.5,2,0.3281,H ,L,A
1.5,4750,-4.5,2,0.32,H ,L,A
2,4750,-4.5,2,0.3095,H ,L,A
2.5,4750,-4.5,2,0.2957,H ,L,A
3,4750,-4.5,2,0.2793,H ,L,A
3.5,4750,-4.5,2,0.2605,H ,L,A
4,4750,-4.5,2,0.236,H ,L,A
4.5,4750,-4.5,2,0.2125,H ,L,A
5,4750,-4.5,2,0.187,H ,L,A
0,5000,-4.5,2,0.3206,H ,L,A
0.5,5000,-4.5,2,0.3196,H ,L,A
1,5000,-4.5,2,0.3175,H ,L,A
1.5,5000,-4.5,2,0.3136,H ,L,A
2,5000,-4.5,2,0.3073,H ,L,A
2.5,5000,-4.5,2,0.2988,H ,L,A
3,5000,-4.5,2,0.2874,H ,L,A
3.5,5000,-4.5,2,0.274,H ,L,A
4,5000,-4.5,2,0.2574,H ,L,A
4.5,5000,-4.5,2,0.2372,H ,L,A
5,5000,-4.5,2,0.2113,H ,L,A
0,5250,-4.5,2,0.3081,H ,L,A
0.5,5250,-4.5,2,0.3062,H ,L,A
1,5250,-4.5,2,0.3056,H ,L,A
1.5,5250,-4.5,2,0.3034,H ,L,A
2,5250,-4.5,2,0.3,H ,L,A
2.5,5250,-4.5,2,0.2951,H ,L,A
3,5250,-4.5,2,0.2883,H ,L,A
3.5,5250,-4.5,2,0.2795,H ,L,A
4,5250,-4.5,2,0.268,H ,L,A
4.5,5250,-4.5,2,0.2534,H ,L,A
5,5250,-4.5,2,0.2345,H ,L,A
0,5500,-4.5,2,0.2961,H ,L,A
0.5,5500,-4.5,2,0.292,H ,L,A
1,5500,-4.5,2,0.2915,H ,L,A
1.5,5500,-4.5,2,0.2914,H ,L,A
2,5500,-4.5,2,0.2901,H ,L,A
2.5,5500,-4.5,2,0.2876,H ,L,A
3,5500,-4.5,2,0.2838,H ,L,A
3.5,5500,-4.5,2,0.2792,H ,L,A
4,5500,-4.5,2,0.2722,H ,L,A
4.5,5500,-4.5,2,0.2622,H ,L,A
5,5500,-4.5,2,0.2488,H ,L,A
0,5750,-4.5,2,0.3249,H ,L,A
0.5,5750,-4.5,2,0.2793,H ,L,A
1,5750,-4.5,2,0.2761,H ,L,A
1.5,5750,-4.5,2,0.277,H ,L,A
2,5750,-4.5,2,0.2778,H ,L,A
2.5,5750,-4.5,2,0.2775,H ,L,A
3,5750,-4.5,2,0.2769,H ,L,A
3.5,5750,-4.5,2,0.2746,H ,L,A
4,5750,-4.5,2,0.2719,H ,L,A
4.5,5750,-4.5,2,0.2653,H ,L,A
5,5750,-4.5,2,0.2559,H ,L,A
0,6000,-4.5,2,0.3253,H ,L,A
0.5,6000,-4.5,2,0.3099,H ,L,A
1,6000,-4.5,2,0.2645,H ,L,A
1.5,6000,-4.5,2,0.2622,H ,L,A
2,6000,-4.5,2,0.2639,H ,L,A
2.5,6000,-4.5,2,0.2654,H ,L,A
3,6000,-4.5,2,0.267,H ,L,A
3.5,6000,-4.5,2,0.2664,H ,L,A
4,6000,-4.5,2,0.2657,H ,L,A
4.5,6000,-4.5,2,0.2646,H ,L,A
5,6000,-4.5,2,0.2549,H ,L,A
0.5,6250,-4.5,2,0.3063,H ,L,A
1,6250,-4.5,2,0.2965,H ,L,A
1.5,6250,-4.5,2,0.2552,H ,L,A
2,6250,-4.5,2,0.25,H ,L,A
2.5,6250,-4.5,2,0.253,H ,L,A
3,6250,-4.5,2,0.2559,H ,L,A
3.5,6250,-4.5,2,0.2581,H ,L,A
4,6250,-4.5,2,0.2598,H ,L,A
4.5,6250,-4.5,2,0.259,H ,L,A
5,6250,-4.5,2,0.2559,H ,L,A
0.5,6500,-4.5,2,0.3051,H ,L,A
1,6500,-4.5,2,0.2897,H ,L,A
1.5,6500,-4.5,2,0.2835,H ,L,A
2,6500,-4.5,2,0.242,H ,L,A
2.5,6500,-4.5,2,0.2391,H ,L,A
3,6500,-4.5,2,0.2436,H ,L,A
3.5,6500,-4.5,2,0.2478,H ,L,A
4,6500,-4.5,2,0.2515,H ,L,A
4.5,6500,-4.5,2,0.2538,H ,L,A
5,6500,-4.5,2,0.2539,H ,L,A
0.5,6750,-4.5,2,0.3067,H ,L,A
1,6750,-4.5,2,0.2847,H ,L,A
1.5,6750,-4.5,2,0.2746,H ,L,A
2,6750,-4.5,2,0.2721,H ,L,A
2.5,6750,-4.5,2,0.2315,H ,L,A
3,6750,-4.5,2,0.2319,H ,L,A
3.5,6750,-4.5,2,0.2371,H ,L,A
4,6750,-4.5,2,0.2422,H ,L,A
4.5,6750,-4.5,2,0.2466,H ,L,A
5,6750,-4.5,2,0.2492,H ,L,A
0.5,7000,-4.5,2,0.3108,H ,L,A
1,7000,-4.5,2,0.2827,H ,L,A
1.5,7000,-4.5,2,0.2675,H ,L,A
2,7000,-4.5,2,0.2619,H ,L,A
2.5,7000,-4.5,2,0.2616,H ,L,A
3,7000,-4.5,2,0.2242,H ,L,A
3.5,7000,-4.5,2,0.2272,H ,L,A
4,7000,-4.5,2,0.2326,H ,L,A
4.5,7000,-4.5,2,0.2383,H ,L,A
5,7000,-4.5,2,0.2429,H ,L,A
1,7250,-4.5,2,0.283,H ,L,A
1.5,7250,-4.5,2,0.2625,H ,L,A
2,7250,-4.5,2,0.2525,H ,L,A
2.5,7250,-4.5,2,0.2507,H ,L,A
3,7250,-4.5,2,0.2526,H ,L,A
3.5,7250,-4.5,2,0.2184,H ,L,A
4,7250,-4.5,2,0.2237,H ,L,A
4.5,7250,-4.5,2,0.2298,H ,L,A
5,7250,-4.5,2,0.2348,H ,L,A
1,7500,-4.5,2,0.2842,H ,L,A
1.5,7500,-4.5,2,0.2598,H ,L,A
2,7500,-4.5,2,0.2456,H ,L,A
2.5,7500,-4.5,2,0.24,H ,L,A
3,7500,-4.5,2,0.2408,H ,L,A
3.5,7500,-4.5,2,0.2448,H ,L,A
4,7500,-4.5,2,0.2189,H ,L,A
4.5,7500,-4.5,2,0.2216,H ,L,A
5,7500,-4.5,2,0.2269,H ,L,A
1.5,7750,-4.5,2,0.2578,H ,L,A
2,7750,-4.5,2,0.2406,H ,L,A
2.5,7750,-4.5,2,0.2313,H ,L,A
3,7750,-4.5,2,0.2295,H ,L,A
3.5,7750,-4.5,2,0.2329,H ,L,A
4,7750,-4.5,2,0.2386,H ,L,A
4.5,7750,-4.5,2,0.2151,H ,L,A
5,7750,-4.5,2,0.2198,H ,L,A
1.5,8000,-4.5,2,0.2563,H ,L,A
2,8000,-4.5,2,0.2365,H ,L,A
2.5,8000,-4.5,2,0.2252,H ,L,A
3,8000,-4.5,2,0.2201,H ,L,A
3.5,8000,-4.5,2,0.2212,H ,L,A
4,8000,-4.5,2,0.2269,H ,L,A
4.5,8000,-4.5,2,0.2336,H ,L,A
5,8000,-4.5,2,0.2132,H ,L,A
2,8250,-4.5,2,0.2331,H ,L,A
2.5,8250,-4.5,2,0.2198,H ,L,A
3,8250,-4.5,2,0.2129,H ,L,A
3.5,8250,-4.5,2,0.2107,H ,L,A
4,8250,-4.5,2,0.2151,H ,L,A
4.5,8250,-4.5,2,0.2218,H ,L,A
5,8250,-4.5,2,0.2097,H ,L,A
1.5,8500,-4.5,2,0.2559,H ,L,A
2,8500,-4.5,2,0.2299,H ,L,A
2.5,8500,-4.5,2,0.2149,H ,L,A
3,8500,-4.5,2,0.2068,H ,L,A
3.5,8500,-4.5,2,0.2035,H ,L,A
4,8500,-4.5,2,0.2041,H ,L,A
4.5,8500,-4.5,2,0.2108,H ,L,A
5,8500,-4.5,2,0.2191,H ,L,A
2,8750,-4.5,2,0.2279,H ,L,A
2.5,8750,-4.5,2,0.211,H ,L,A
3,8750,-4.5,2,0.2017,H ,L,A
3.5,8750,-4.5,2,0.1973,H ,L,A
4,8750,-4.5,2,0.1963,H ,L,A
4.5,8750,-4.5,2,0.1995,H ,L,A
5,8750,-4.5,2,0.2081,H ,L,A
1.5,9000,-4.5,2,0.2595,H ,L,A
