logg,Teff,Z,xi,u,Filt,Met,Mod
0,3500,-5,2,0.6319,R,L,A
0.5,3500,-5,2,0.6198,R,L,A
1,3500,-5,2,0.5883,R,L,A
1.5,3500,-5,2,0.5573,R,L,A
2,3500,-5,2,0.5433,R,L,A
2.5,3500,-5,2,0.5437,R,L,A
3,3500,-5,2,0.5541,R,L,A
0,3750,-5,2,0.6331,R,L,A
0.5,3750,-5,2,0.6229,R,L,A
1,3750,-5,2,0.6008,R,L,A
1.5,3750,-5,2,0.5516,R,L,A
2,3750,-5,2,0.4909,R,L,A
2.5,3750,-5,2,0.4543,R,L,A
3,3750,-5,2,0.4486,R,L,A
0,4000,-5,2,0.6313,R,L,A
0.5,4000,-5,2,0.6152,R,L,A
1,4000,-5,2,0.5941,R,L,A
1.5,4000,-5,2,0.5689,R,L,A
2,4000,-5,2,0.523,R,L,A
2.5,4000,-5,2,0.4521,R,L,A
3,4000,-5,2,0.3958,R,L,A
3.5,4000,-5,2,0.3679,R,L,A
0,4250,-5,2,0.6249,R,L,A
0.5,4250,-5,2,0.6073,R,L,A
1,4250,-5,2,0.5856,R,L,A
1.5,4250,-5,2,0.5642,R,L,A
2,4250,-5,2,0.5442,R,L,A
2.5,4250,-5,2,0.5066,R,L,A
3,4250,-5,2,0.4535,R,L,A
3.5,4250,-5,2,0.3926,R,L,A
4,4250,-5,2,0.3441,R,L,A
0,4500,-5,2,0.6134,R,L,A
0.5,4500,-5,2,0.5976,R,L,A
1,4500,-5,2,0.5792,R,L,A
1.5,4500,-5,2,0.5597,R,L,A
2,4500,-5,2,0.5427,R,L,A
2.5,4500,-5,2,0.5245,R,L,A
3,4500,-5,2,0.4994,R,L,A
3.5,4500,-5,2,0.4503,R,L,A
4,4500,-5,2,0.3926,R,L,A
0,4750,-5,2,0.5997,R,L,A
0.5,4750,-5,2,0.5865,R,L,A
1,4750,-5,2,0.5734,R,L,A
1.5,4750,-5,2,0.5578,R,L,A
2,4750,-5,2,0.5422,R,L,A
2.5,4750,-5,2,0.5285,R,L,A
3,4750,-5,2,0.5146,R,L,A
3.5,4750,-5,2,0.4992,R,L,A
4,4750,-5,2,0.4555,R,L,A
4.5,4750,-5,2,0.4041,R,L,A
0,5000,-5,2,0.5847,R,L,A
0.5,5000,-5,2,0.5758,R,L,A
1,5000,-5,2,0.5646,R,L,A
1.5,5000,-5,2,0.5529,R,L,A
2,5000,-5,2,0.5409,R,L,A
2.5,5000,-5,2,0.5302,R,L,A
3,5000,-5,2,0.5197,R,L,A
3.5,5000,-5,2,0.5117,R,L,A
4,5000,-5,2,0.4955,R,L,A
4.5,5000,-5,2,0.4636,R,L,A
5,5000,-5,2,0.4284,R,L,A
0,5250,-5,2,0.5691,R,L,A
0.5,5250,-5,2,0.564,R,L,A
1,5250,-5,2,0.5561,R,L,A
1.5,5250,-5,2,0.5469,R,L,A
2,5250,-5,2,0.5381,R,L,A
2.5,5250,-5,2,0.5299,R,L,A
3,5250,-5,2,0.5221,R,L,A
3.5,5250,-5,2,0.5122,R,L,A
4,5250,-5,2,0.5063,R,L,A
4.5,5250,-5,2,0.4857,R,L,A
5,5250,-5,2,0.4516,R,L,A
0,5500,-5,2,0.5515,R,L,A
0.5,5500,-5,2,0.5488,R,L,A
1,5500,-5,2,0.5449,R,L,A
1.5,5500,-5,2,0.5388,R,L,A
2,5500,-5,2,0.5329,R,L,A
2.5,5500,-5,2,0.5264,R,L,A
3,5500,-5,2,0.5199,R,L,A
3.5,5500,-5,2,0.514,R,L,A
4,5500,-5,2,0.5045,R,L,A
4.5,5500,-5,2,0.4907,R,L,A
5,5500,-5,2,0.4718,R,L,A
0,5750,-5,2,0.5958,R,L,A
0.5,5750,-5,2,0.5381,R,L,A
1,5750,-5,2,0.5312,R,L,A
1.5,5750,-5,2,0.529,R,L,A
2,5750,-5,2,0.5254,R,L,A
2.5,5750,-5,2,0.5209,R,L,A
3,5750,-5,2,0.5165,R,L,A
3.5,5750,-5,2,0.511,R,L,A
4,5750,-5,2,0.5051,R,L,A
4.5,5750,-5,2,0.4947,R,L,A
5,5750,-5,2,0.4806,R,L,A
0,6000,-5,2,0.5866,R,L,A
0.5,6000,-5,2,0.5862,R,L,A
1,6000,-5,2,0.5309,R,L,A
1.5,6000,-5,2,0.518,R,L,A
2,6000,-5,2,0.5161,R,L,A
2.5,6000,-5,2,0.5138,R,L,A
3,6000,-5,2,0.5106,R,L,A
3.5,6000,-5,2,0.5064,R,L,A
4,6000,-5,2,0.5037,R,L,A
4.5,6000,-5,2,0.4964,R,L,A
5,6000,-5,2,0.4852,R,L,A
0.5,6250,-5,2,0.5772,R,L,A
1,6250,-5,2,0.5762,R,L,A
1.5,6250,-5,2,0.5164,R,L,A
2,6250,-5,2,0.5067,R,L,A
2.5,6250,-5,2,0.5057,R,L,A
3,6250,-5,2,0.5039,R,L,A
3.5,6250,-5,2,0.5015,R,L,A
4,6250,-5,2,0.4983,R,L,A
4.5,6250,-5,2,0.492,R,L,A
5,6250,-5,2,0.4861,R,L,A
0.5,6500,-5,2,0.568,R,L,A
1,6500,-5,2,0.5667,R,L,A
1.5,6500,-5,2,0.5649,R,L,A
2,6500,-5,2,0.5011,R,L,A
2.5,6500,-5,2,0.4936,R,L,A
3,6500,-5,2,0.4944,R,L,A
3.5,6500,-5,2,0.4941,R,L,A
4,6500,-5,2,0.4925,R,L,A
4.5,6500,-5,2,0.4893,R,L,A
5,6500,-5,2,0.4828,R,L,A
0.5,6750,-5,2,0.5597,R,L,A
1,6750,-5,2,0.5561,R,L,A
1.5,6750,-5,2,0.5545,R,L,A
2,6750,-5,2,0.5526,R,L,A
2.5,6750,-5,2,0.4872,R,L,A
3,6750,-5,2,0.4836,R,L,A
3.5,6750,-5,2,0.485,R,L,A
4,6750,-5,2,0.4849,R,L,A
4.5,6750,-5,2,0.4836,R,L,A
5,6750,-5,2,0.4797,R,L,A
0.5,7000,-5,2,0.5512,R,L,A
1,7000,-5,2,0.5455,R,L,A
1.5,7000,-5,2,0.5426,R,L,A
2,7000,-5,2,0.5417,R,L,A
2.5,7000,-5,2,0.5402,R,L,A
3,7000,-5,2,0.4762,R,L,A
3.5,7000,-5,2,0.475,R,L,A
4,7000,-5,2,0.4762,R,L,A
4.5,7000,-5,2,0.4765,R,L,A
5,7000,-5,2,0.4739,R,L,A
1,7250,-5,2,0.5341,R,L,A
1.5,7250,-5,2,0.53,R,L,A
2,7250,-5,2,0.5282,R,L,A
2.5,7250,-5,2,0.5291,R,L,A
3,7250,-5,2,0.5282,R,L,A
3.5,7250,-5,2,0.4657,R,L,A
4,7250,-5,2,0.4662,R,L,A
4.5,7250,-5,2,0.4682,R,L,A
5,7250,-5,2,0.4672,R,L,A
1,7500,-5,2,0.5217,R,L,A
1.5,7500,-5,2,0.5165,R,L,A
2,7500,-5,2,0.5138,R,L,A
2.5,7500,-5,2,0.5142,R,L,A
3,7500,-5,2,0.5166,R,L,A
3.5,7500,-5,2,0.5162,R,L,A
4,7500,-5,2,0.4611,R,L,A
4.5,7500,-5,2,0.4596,R,L,A
5,7500,-5,2,0.4592,R,L,A
1.5,7750,-5,2,0.5021,R,L,A
2,7750,-5,2,0.4989,R,L,A
2.5,7750,-5,2,0.4982,R,L,A
3,7750,-5,2,0.501,R,L,A
3.5,7750,-5,2,0.5044,R,L,A
4,7750,-5,2,0.5043,R,L,A
4.5,7750,-5,2,0.4505,R,L,A
5,7750,-5,2,0.4509,R,L,A
1.5,8000,-5,2,0.4886,R,L,A
2,8000,-5,2,0.484,R,L,A
2.5,8000,-5,2,0.4828,R,L,A
3,8000,-5,2,0.4839,R,L,A
3.5,8000,-5,2,0.4887,R,L,A
4,8000,-5,2,0.4925,R,L,A
4.5,8000,-5,2,0.4924,R,L,A
5,8000,-5,2,0.4413,R,L,A
2,8250,-5,2,0.4698,R,L,A
2.5,8250,-5,2,0.4678,R,L,A
3,8250,-5,2,0.4686,R,L,A
3.5,8250,-5,2,0.4713,R,L,A
4,8250,-5,2,0.4778,R,L,A
4.5,8250,-5,2,0.4809,R,L,A
5,8250,-5,2,0.4351,R,L,A
1.5,8500,-5,2,0.4672,R,L,A
2,8500,-5,2,0.4574,R,L,A
2.5,8500,-5,2,0.4538,R,L,A
3,8500,-5,2,0.454,R,L,A
3.5,8500,-5,2,0.4563,R,L,A
4,8500,-5,2,0.4603,R,L,A
4.5,8500,-5,2,0.4675,R,L,A
5,8500,-5,2,0.469,R,L,A
2,8750,-5,2,0.4472,R,L,A
2.5,8750,-5,2,0.4413,R,L,A
3,8750,-5,2,0.4403,R,L,A
3.5,8750,-5,2,0.4423,R,L,A
4,8750,-5,2,0.4454,R,L,A
4.5,8750,-5,2,0.4507,R,L,A
5,8750,-5,2,0.4568,R,L,A
1.5,9000,-5,2,0.4557,R,L,A
2,9000,-5,2,0.4392,R,L,A
2.5,9000,-5,2,0.4311,R,L,A
3,9000,-5,2,0.4285,R,L,A
3.5,9000,-5,2,0.4294,R,L,A
4,9000,-5,2,0.4323,R,L,A
4.5,9000,-5,2,0.4358,R,L,A
5,9000,-5,2,0.4387,R,L,A
2,9250,-5,2,0.433,R,L,A
2.5,9250,-5,2,0.4229,R,L,A
3,9250,-5,2,0.4188,R,L,A
3.5,9250,-5,2,0.4184,R,L,A
4,9250,-5,2,0.4204,R,L,A
4.5,9250,-5,2,0.4235,R,L,A
5,9250,-5,2,0.4264,R,L,A
2,9500,-5,2,0.4282,R,L,A
2.5,9500,-5,2,0.4161,R,L,A
3,9500,-5,2,0.4105,R,L,A
3.5,9500,-5,2,0.4091,R,L,A
4,9500,-5,2,0.41,R,L,A
4.5,9500,-5,2,0.4125,R,L,A
5,9500,-5,2,0.4154,R,L,A
2,9750,-5,2,0.4241,R,L,A
2.5,9750,-5,2,0.4103,R,L,A
3,9750,-5,2,0.4034,R,L,A
3.5,9750,-5,2,0.4011,R,L,A
4,9750,-5,2,0.4011,R,L,A
4.5,9750,-5,2,0.4027,R,L,A
5,9750,-5,2,0.4052,R,L,A
2,10000,-5,2,0.4207,R,L,A
2.5,10000,-5,2,0.4053,R,L,A
3,10000,-5,2,0.3973,R,L,A
3.5,10000,-5,2,0.3941,R,L,A
4,10000,-5,2,0.3936,R,L,A
4.5,10000,-5,2,0.3944,R,L,A
5,10000,-5,2,0.3962,R,L,A
2,10500,-5,2,0.4149,R,L,A
2.5,10500,-5,2,0.3969,R,L,A
3,10500,-5,2,0.3871,R,L,A
3.5,10500,-5,2,0.3824,R,L,A
4,10500,-5,2,0.3809,R,L,A
4.5,10500,-5,2,0.3807,R,L,A
5,10500,-5,2,0.3812,R,L,A
2.5,11000,-5,2,0.3898,R,L,A
3,11000,-5,2,0.3785,R,L,A
3.5,11000,-5,2,0.3727,R,L,A
4,11000,-5,2,0.3703,R,L,A
4.5,11000,-5,2,0.3696,R,L,A
5,11000,-5,2,0.3695,R,L,A
2.5,11500,-5,2,0.3838,R,L,A
3,11500,-5,2,0.371,R,L,A
3.5,11500,-5,2,0.3642,R,L,A
4,11500,-5,2,0.3611,R,L,A
4.5,11500,-5,2,0.3599,R,L,A
5,11500,-5,2,0.3596,R,L,A
2.5,12000,-5,2,0.3787,R,L,A
3,12000,-5,2,0.3643,R,L,A
3.5,12000,-5,2,0.3567,R,L,A
4,12000,-5,2,0.353,R,L,A
4.5,12000,-5,2,0.3514,R,L,A
5,12000,-5,2,0.3508,R,L,A
2.5,12500,-5,2,0.3746,R,L,A
3,12500,-5,2,0.3585,R,L,A
3.5,12500,-5,2,0.3499,R,L,A
4,12500,-5,2,0.3455,R,L,A
4.5,12500,-5,2,0.3436,R,L,A
5,12500,-5,2,0.3429,R,L,A
2.5,13000,-5,2,0.3711,R,L,A
3,13000,-5,2,0.3534,R,L,A
3.5,13000,-5,2,0.3438,R,L,A
4,13000,-5,2,0.3388,R,L,A
4.5,13000,-5,2,0.3364,R,L,A
5,13000,-5,2,0.3355,R,L,A
2,14000,-5,2,0.4052,R,L,A
2.5,14000,-5,2,0.3661,R,L,A
3,14000,-5,2,0.3449,R,L,A
3.5,14000,-5,2,0.3332,R,L,A
4,14000,-5,2,0.3269,R,L,A
4.5,14000,-5,2,0.3238,R,L,A
5,14000,-5,2,0.3224,R,L,A
2.5,15000,-5,2,0.3632,R,L,A
3,15000,-5,2,0.3384,R,L,A
3.5,15000,-5,2,0.3245,R,L,A
4,15000,-5,2,0.3169,R,L,A
4.5,15000,-5,2,0.313,R,L,A
5,15000,-5,2,0.3109,R,L,A
2.5,16000,-5,2,0.3618,R,L,A
3,16000,-5,2,0.3332,R,L,A
3.5,16000,-5,2,0.3173,R,L,A
4,16000,-5,2,0.3084,R,L,A
4.5,16000,-5,2,0.3036,R,L,A
5,16000,-5,2,0.3011,R,L,A
2.5,17000,-5,2,0.362,R,L,A
3,17000,-5,2,0.329,R,L,A
3.5,17000,-5,2,0.3111,R,L,A
4,17000,-5,2,0.301,R,L,A
4.5,17000,-5,2,0.2955,R,L,A
5,17000,-5,2,0.2925,R,L,A
2.5,18000,-5,2,0.3641,R,L,A
3,18000,-5,2,0.3256,R,L,A
3.5,18000,-5,2,0.3055,R,L,A
4,18000,-5,2,0.2944,R,L,A
4.5,18000,-5,2,0.2882,R,L,A
5,18000,-5,2,0.2849,R,L,A
2.5,19000,-5,2,0.3692,R,L,A
3,19000,-5,2,0.3232,R,L,A
3.5,19000,-5,2,0.3004,R,L,A
4,19000,-5,2,0.2883,R,L,A
4.5,19000,-5,2,0.2816,R,L,A
5,19000,-5,2,0.278,R,L,A
3,20000,-5,2,0.3226,R,L,A
3.5,20000,-5,2,0.2961,R,L,A
4,20000,-5,2,0.2824,R,L,A
4.5,20000,-5,2,0.2753,R,L,A
5,20000,-5,2,0.2715,R,L,A
3,21000,-5,2,0.3236,R,L,A
3.5,21000,-5,2,0.293,R,L,A
4,21000,-5,2,0.2772,R,L,A
4.5,21000,-5,2,0.2693,R,L,A
5,21000,-5,2,0.2653,R,L,A
3,22000,-5,2,0.3264,R,L,A
3.5,22000,-5,2,0.2913,R,L,A
4,22000,-5,2,0.2732,R,L,A
4.5,22000,-5,2,0.2639,R,L,A
5,22000,-5,2,0.2595,R,L,A
3,23000,-5,2,0.3307,R,L,A
3.5,23000,-5,2,0.2909,R,L,A
4,23000,-5,2,0.2704,R,L,A
4.5,23000,-5,2,0.2596,R,L,A
5,23000,-5,2,0.2544,R,L,A
3,24000,-5,2,0.3367,R,L,A
3.5,24000,-5,2,0.2916,R,L,A
4,24000,-5,2,0.2686,R,L,A
4.5,24000,-5,2,0.2564,R,L,A
5,24000,-5,2,0.2502,R,L,A
3,25000,-5,2,0.3439,R,L,A
3.5,25000,-5,2,0.2931,R,L,A
4,25000,-5,2,0.2676,R,L,A
4.5,25000,-5,2,0.2541,R,L,A
5,25000,-5,2,0.2469,R,L,A
3,26000,-5,2,0.3483,R,L,A
3.5,26000,-5,2,0.2951,R,L,A
4,26000,-5,2,0.2672,R,L,A
4.5,26000,-5,2,0.2523,R,L,A
5,26000,-5,2,0.2444,R,L,A
3.5,27000,-5,2,0.2967,R,L,A
4,27000,-5,2,0.2669,R,L,A
4.5,27000,-5,2,0.2508,R,L,A
5,27000,-5,2,0.2421,R,L,A
3.5,28000,-5,2,0.2957,R,L,A
4,28000,-5,2,0.2661,R,L,A
4.5,28000,-5,2,0.2491,R,L,A
5,28000,-5,2,0.2398,R,L,A
3.5,29000,-5,2,0.2914,R,L,A
4,29000,-5,2,0.2637,R,L,A
4.5,29000,-5,2,0.2466,R,L,A
5,29000,-5,2,0.237,R,L,A
3.5,30000,-5,2,0.2861,R,L,A
4,30000,-5,2,0.2589,R,L,A
4.5,30000,-5,2,0.2427,R,L,A
5,30000,-5,2,0.2331,R,L,A
3.5,31000,-5,2,0.282,R,L,A
4,31000,-5,2,0.2526,R,L,A
4.5,31000,-5,2,0.237,R,L,A
5,31000,-5,2,0.2278,R,L,A
4,32000,-5,2,0.246,R,L,A
4.5,32000,-5,2,0.23,R,L,A
5,32000,-5,2,0.2209,R,L,A
4,33000,-5,2,0.2397,R,L,A
4.5,33000,-5,2,0.2225,R,L,A
5,33000,-5,2,0.2133,R,L,A
4,34000,-5,2,0.2328,R,L,A
4.5,34000,-5,2,0.2152,R,L,A
5,34000,-5,2,0.2055,R,L,A
4,35000,-5,2,0.2248,R,L,A
4.5,35000,-5,2,0.2073,R,L,A
5,35000,-5,2,0.1975,R,L,A
4.5,37500,-5,2,0.1842,R,L,A
5,37500,-5,2,0.1746,R,L,A
4.5,40000,-5,2,0.1688,R,L,A
5,40000,-5,2,0.1531,R,L,A
5,42500,-5,2,0.142,R,L,A
5,45000,-5,2,0.1381,R,L,A
5,47500,-5,2,0.1373,R,L,A
5,50000,-5,2,0.1377,R,L,A
0,3500,-4.5,2,0.6357,R,L,A
0.5,3500,-4.5,2,0.6239,R,L,A
1,3500,-4.5,2,0.5914,R,L,A
1.5,3500,-4.5,2,0.5606,R,L,A
2,3500,-4.5,2,0.5398,R,L,A
2.5,3500,-4.5,2,0.5349,R,L,A
3,3500,-4.5,2,0.5374,R,L,A
0,3750,-4.5,2,0.6342,R,L,A
0.5,3750,-4.5,2,0.625,R,L,A
1,3750,-4.5,2,0.6045,R,L,A
1.5,3750,-4.5,2,0.5571,R,L,A
2,3750,-4.5,2,0.4974,R,L,A
2.5,3750,-4.5,2,0.4605,R,L,A
3,3750,-4.5,2,0.4496,R,L,A
3.5,3750,-4.5,2,0.4736,R,L,A
0,4000,-4.5,2,0.6317,R,L,A
0.5,4000,-4.5,2,0.6157,R,L,A
1,4000,-4.5,2,0.5954,R,L,A
1.5,4000,-4.5,2,0.5716,R,L,A
2,4000,-4.5,2,0.5266,R,L,A
2.5,4000,-4.5,2,0.4594,R,L,A
3,4000,-4.5,2,0.4069,R,L,A
3.5,4000,-4.5,2,0.3819,R,L,A
4,4000,-4.5,2,0.3897,R,L,A
0,4250,-4.5,2,0.6249,R,L,A
0.5,4250,-4.5,2,0.6074,R,L,A
1,4250,-4.5,2,0.5862,R,L,A
1.5,4250,-4.5,2,0.5649,R,L,A
2,4250,-4.5,2,0.5437,R,L,A
2.5,4250,-4.5,2,0.5118,R,L,A
3,4250,-4.5,2,0.4553,R,L,A
3.5,4250,-4.5,2,0.3987,R,L,A
4,4250,-4.5,2,0.3584,R,L,A
4.5,4250,-4.5,2,0.3372,R,L,A
0,4500,-4.5,2,0.6134,R,L,A
0.5,4500,-4.5,2,0.5977,R,L,A
1,4500,-4.5,2,0.5796,R,L,A
1.5,4500,-4.5,2,0.5602,R,L,A
2,4500,-4.5,2,0.5425,R,L,A
2.5,4500,-4.5,2,0.5246,R,L,A
3,4500,-4.5,2,0.5003,R,L,A
3.5,4500,-4.5,2,0.4607,R,L,A
4,4500,-4.5,2,0.41,R,L,A
4.5,4500,-4.5,2,0.3666,R,L,A
5,4500,-4.5,2,0.3277,R,L,A
0,4750,-4.5,2,0.6,R,L,A
0.5,4750,-4.5,2,0.5868,R,L,A
1,4750,-4.5,2,0.5728,R,L,A
1.5,4750,-4.5,2,0.5582,R,L,A
2,4750,-4.5,2,0.5425,R,L,A
2.5,4750,-4.5,2,0.5289,R,L,A
3,4750,-4.5,2,0.5152,R,L,A
3.5,4750,-4.5,2,0.4953,R,L,A
4,4750,-4.5,2,0.458,R,L,A
4.5,4750,-4.5,2,0.4215,R,L,A
5,4750,-4.5,2,0.38,R,L,A
0,5000,-4.5,2,0.5848,R,L,A
0.5,5000,-4.5,2,0.5759,R,L,A
1,5000,-4.5,2,0.5646,R,L,A
1.5,5000,-4.5,2,0.5533,R,L,A
2,5000,-4.5,2,0.5415,R,L,A
2.5,5000,-4.5,2,0.5308,R,L,A
3,5000,-4.5,2,0.5198,R,L,A
3.5,5000,-4.5,2,0.5076,R,L,A
4,5000,-4.5,2,0.4886,R,L,A
4.5,5000,-4.5,2,0.4586,R,L,A
5,5000,-4.5,2,0.4161,R,L,A
0,5250,-4.5,2,0.5692,R,L,A
0.5,5250,-4.5,2,0.5634,R,L,A
1,5250,-4.5,2,0.5562,R,L,A
1.5,5250,-4.5,2,0.5465,R,L,A
2,5250,-4.5,2,0.5384,R,L,A
2.5,5250,-4.5,2,0.5296,R,L,A
3,5250,-4.5,2,0.5221,R,L,A
3.5,5250,-4.5,2,0.5128,R,L,A
4,5250,-4.5,2,0.4995,R,L,A
4.5,5250,-4.5,2,0.4807,R,L,A
5,5250,-4.5,2,0.4533,R,L,A
0,5500,-4.5,2,0.5512,R,L,A
0.5,5500,-4.5,2,0.5487,R,L,A
1,5500,-4.5,2,0.5448,R,L,A
1.5,5500,-4.5,2,0.5392,R,L,A
2,5500,-4.5,2,0.5328,R,L,A
2.5,5500,-4.5,2,0.5264,R,L,A
3,5500,-4.5,2,0.5194,R,L,A
3.5,5500,-4.5,2,0.5142,R,L,A
4,5500,-4.5,2,0.5044,R,L,A
4.5,5500,-4.5,2,0.4908,R,L,A
5,5500,-4.5,2,0.4719,R,L,A
0,5750,-4.5,2,0.5958,R,L,A
0.5,5750,-4.5,2,0.538,R,L,A
1,5750,-4.5,2,0.5312,R,L,A
1.5,5750,-4.5,2,0.529,R,L,A
2,5750,-4.5,2,0.5253,R,L,A
2.5,5750,-4.5,2,0.5207,R,L,A
3,5750,-4.5,2,0.5167,R,L,A
3.5,5750,-4.5,2,0.5112,R,L,A
4,5750,-4.5,2,0.5077,R,L,A
4.5,5750,-4.5,2,0.4952,R,L,A
5,5750,-4.5,2,0.4816,R,L,A
0,6000,-4.5,2,0.5868,R,L,A
0.5,6000,-4.5,2,0.5861,R,L,A
1,6000,-4.5,2,0.526,R,L,A
1.5,6000,-4.5,2,0.5175,R,L,A
2,6000,-4.5,2,0.5159,R,L,A
2.5,6000,-4.5,2,0.5127,R,L,A
3,6000,-4.5,2,0.5102,R,L,A
3.5,6000,-4.5,2,0.506,R,L,A
4,6000,-4.5,2,0.5015,R,L,A
4.5,6000,-4.5,2,0.4965,R,L,A
5,6000,-4.5,2,0.4797,R,L,A
0.5,6250,-4.5,2,0.5772,R,L,A
1,6250,-4.5,2,0.5762,R,L,A
1.5,6250,-4.5,2,0.5142,R,L,A
2,6250,-4.5,2,0.5063,R,L,A
2.5,6250,-4.5,2,0.5056,R,L,A
3,6250,-4.5,2,0.5038,R,L,A
3.5,6250,-4.5,2,0.5014,R,L,A
4,6250,-4.5,2,0.4982,R,L,A
4.5,6250,-4.5,2,0.4919,R,L,A
5,6250,-4.5,2,0.4828,R,L,A
0.5,6500,-4.5,2,0.568,R,L,A
1,6500,-4.5,2,0.5667,R,L,A
1.5,6500,-4.5,2,0.5648,R,L,A
2,6500,-4.5,2,0.5001,R,L,A
2.5,6500,-4.5,2,0.4934,R,L,A
3,6500,-4.5,2,0.4944,R,L,A
3.5,6500,-4.5,2,0.494,R,L,A
4,6500,-4.5,2,0.4923,R,L,A
4.5,6500,-4.5,2,0.4891,R,L,A
5,6500,-4.5,2,0.4827,R,L,A
0.5,6750,-4.5,2,0.5597,R,L,A
1,6750,-4.5,2,0.556,R,L,A
1.5,6750,-4.5,2,0.5545,R,L,A
2,6750,-4.5,2,0.5525,R,L,A
2.5,6750,-4.5,2,0.487,R,L,A
3,6750,-4.5,2,0.4834,R,L,A
3.5,6750,-4.5,2,0.4849,R,L,A
4,6750,-4.5,2,0.4847,R,L,A
4.5,6750,-4.5,2,0.4835,R,L,A
5,6750,-4.5,2,0.4795,R,L,A
0.5,7000,-4.5,2,0.5512,R,L,A
1,7000,-4.5,2,0.5455,R,L,A
1.5,7000,-4.5,2,0.5425,R,L,A
2,7000,-4.5,2,0.5417,R,L,A
2.5,7000,-4.5,2,0.5401,R,L,A
3,7000,-4.5,2,0.4758,R,L,A
3.5,7000,-4.5,2,0.4749,R,L,A
4,7000,-4.5,2,0.4761,R,L,A
4.5,7000,-4.5,2,0.4764,R,L,A
5,7000,-4.5,2,0.4747,R,L,A
1,7250,-4.5,2,0.5343,R,L,A
1.5,7250,-4.5,2,0.53,R,L,A
2,7250,-4.5,2,0.5282,R,L,A
2.5,7250,-4.5,2,0.5291,R,L,A
3,7250,-4.5,2,0.528,R,L,A
3.5,7250,-4.5,2,0.465,R,L,A
4,7250,-4.5,2,0.4664,R,L,A
4.5,7250,-4.5,2,0.4681,R,L,A
5,7250,-4.5,2,0.4671,R,L,A
1,7500,-4.5,2,0.5217,R,L,A
1.5,7500,-4.5,2,0.5165,R,L,A
2,7500,-4.5,2,0.5138,R,L,A
2.5,7500,-4.5,2,0.5141,R,L,A
3,7500,-4.5,2,0.5165,R,L,A
3.5,7500,-4.5,2,0.5161,R,L,A
4,7500,-4.5,2,0.4611,R,L,A
4.5,7500,-4.5,2,0.459,R,L,A
5,7500,-4.5,2,0.4591,R,L,A
1.5,7750,-4.5,2,0.5021,R,L,A
2,7750,-4.5,2,0.4989,R,L,A
2.5,7750,-4.5,2,0.4982,R,L,A
3,7750,-4.5,2,0.501,R,L,A
3.5,7750,-4.5,2,0.5044,R,L,A
4,7750,-4.5,2,0.504,R,L,A
4.5,7750,-4.5,2,0.4505,R,L,A
5,7750,-4.5,2,0.4508,R,L,A
1.5,8000,-4.5,2,0.4886,R,L,A
2,8000,-4.5,2,0.4839,R,L,A
2.5,8000,-4.5,2,0.4829,R,L,A
3,8000,-4.5,2,0.4839,R,L,A
3.5,8000,-4.5,2,0.4887,R,L,A
4,8000,-4.5,2,0.4924,R,L,A
4.5,8000,-4.5,2,0.4922,R,L,A
5,8000,-4.5,2,0.4412,R,L,A
2,8250,-4.5,2,0.4698,R,L,A
2.5,8250,-4.5,2,0.4677,R,L,A
3,8250,-4.5,2,0.4686,R,L,A
3.5,8250,-4.5,2,0.4712,R,L,A
4,8250,-4.5,2,0.4777,R,L,A
4.5,8250,-4.5,2,0.4808,R,L,A
5,8250,-4.5,2,0.4349,R,L,A
1.5,8500,-4.5,2,0.4672,R,L,A
2,8500,-4.5,2,0.4574,R,L,A
2.5,8500,-4.5,2,0.4536,R,L,A
3,8500,-4.5,2,0.4538,R,L,A
3.5,8500,-4.5,2,0.4562,R,L,A
4,8500,-4.5,2,0.4602,R,L,A
4.5,8500,-4.5,2,0.4674,R,L,A
5,8500,-4.5,2,0.4688,R,L,A
2,8750,-4.5,2,0.4472,R,L,A
2.5,8750,-4.5,2,0.4413,R,L,A
3,8750,-4.5,2,0.4402,R,L,A
3.5,8750,-4.5,2,0.4421,R,L,A
4,8750,-4.5,2,0.4452,R,L,A
4.5,8750,-4.5,2,0.4504,R,L,A
5,8750,-4.5,2,0.4567,R,L,A
1.5,9000,-4.5,2,0.4557,R,L,A
2,9000,-4.5,2,0.4391,R,L,A
2.5,9000,-4.5,2,0.4311,R,L,A
3,9000,-4.5,2,0.4285,R,L,A
3.5,9000,-4.5,2,0.4293,R,L,A
4,9000,-4.5,2,0.4322,R,L,A
4.5,9000,-4.5,2,0.4357,R,L,A
5,9000,-4.5,2,0.4387,R,L,A
2,9250,-4.5,2,0.4331,R,L,A
2.5,9250,-4.5,2,0.4228,R,L,A
3,9250,-4.5,2,0.4187,R,L,A
3.5,9250,-4.5,2,0.4183,R,L,A
4,9250,-4.5,2,0.4202,R,L,A
4.5,9250,-4.5,2,0.4234,R,L,A
5,9250,-4.5,2,0.4264,R,L,A
2,9500,-4.5,2,0.4281,R,L,A
2.5,9500,-4.5,2,0.416,R,L,A
3,9500,-4.5,2,0.4104,R,L,A
3.5,9500,-4.5,2,0.409,R,L,A
4,9500,-4.5,2,0.4099,R,L,A
4.5,9500,-4.5,2,0.4124,R,L,A
5,9500,-4.5,2,0.4153,R,L,A
2,9750,-4.5,2,0.4241,R,L,A
2.5,9750,-4.5,2,0.4103,R,L,A
3,9750,-4.5,2,0.4034,R,L,A
