logg,Teff,Z,u,Filt,Met,Mod
0,3500,-5,0.2917,H,F,A
0.5,3500,-5,0.259,H,F,A
1,3500,-5,0.207,H,F,A
1.5,3500,-5,0.1935,H,F,A
2,3500,-5,0.2226,H,F,A
2.5,3500,-5,0.2001,H,F,A
3,3500,-5,0.1021,H,F,A
0,3750,-5,0.2891,H,F,A
0.5,3750,-5,0.262,H,F,A
1,3750,-5,0.2345,H,F,A
1.5,3750,-5,0.1985,H,F,A
2,3750,-5,0.1551,H,F,A
2.5,3750,-5,0.1736,H,F,A
3,3750,-5,0.227,H,F,A
0,4000,-5,0.29,H,F,A
0.5,4000,-5,0.2721,H,F,A
1,4000,-5,0.2495,H,F,A
1.5,4000,-5,0.2232,H,F,A
2,4000,-5,0.1993,H,F,A
2.5,4000,-5,0.1597,H,F,A
3,4000,-5,0.1364,H,F,A
3.5,4000,-5,0.1723,H,F,A
0,4250,-5,0.2871,H,F,A
0.5,4250,-5,0.2787,H,F,A
1,4250,-5,0.2648,H,F,A
1.5,4250,-5,0.2447,H,F,A
2,4250,-5,0.2228,H,F,A
2.5,4250,-5,0.1973,H,F,A
3,4250,-5,0.1727,H,F,A
3.5,4250,-5,0.1383,H,F,A
4,4250,-5,0.1151,H,F,A
0,4500,-5,0.278,H,F,A
0.5,4500,-5,0.275,H,F,A
1,4500,-5,0.2686,H,F,A
1.5,4500,-5,0.2573,H,F,A
2,4500,-5,0.2401,H,F,A
2.5,4500,-5,0.2197,H,F,A
3,4500,-5,0.1984,H,F,A
3.5,4500,-5,0.1753,H,F,A
4,4500,-5,0.1465,H,F,A
0,4750,-5,0.2663,H,F,A
0.5,4750,-5,0.2659,H,F,A
1,4750,-5,0.2637,H,F,A
1.5,4750,-5,0.2581,H,F,A
2,4750,-5,0.2484,H,F,A
2.5,4750,-5,0.2343,H,F,A
3,4750,-5,0.2167,H,F,A
3.5,4750,-5,0.1988,H,F,A
4,4750,-5,0.1783,H,F,A
4.5,4750,-5,0.1545,H,F,A
0,5000,-5,0.2542,H,F,A
0.5,5000,-5,0.2549,H,F,A
1,5000,-5,0.2544,H,F,A
1.5,5000,-5,0.2523,H,F,A
2,5000,-5,0.2472,H,F,A
2.5,5000,-5,0.2392,H,F,A
3,5000,-5,0.2272,H,F,A
3.5,5000,-5,0.2122,H,F,A
4,5000,-5,0.1966,H,F,A
4.5,5000,-5,0.1794,H,F,A
5,5000,-5,0.1622,H,F,A
0,5250,-5,0.2426,H,F,A
0.5,5250,-5,0.2426,H,F,A
1,5250,-5,0.2434,H,F,A
1.5,5250,-5,0.2429,H,F,A
2,5250,-5,0.2405,H,F,A
2.5,5250,-5,0.2362,H,F,A
3,5250,-5,0.2291,H,F,A
3.5,5250,-5,0.2194,H,F,A
4,5250,-5,0.2077,H,F,A
4.5,5250,-5,0.1939,H,F,A
5,5250,-5,0.1777,H,F,A
0,5500,-5,0.2312,H,F,A
0.5,5500,-5,0.2295,H,F,A
1,5500,-5,0.2305,H,F,A
1.5,5500,-5,0.2315,H,F,A
2,5500,-5,0.2309,H,F,A
2.5,5500,-5,0.229,H,F,A
3,5500,-5,0.2253,H,F,A
3.5,5500,-5,0.2199,H,F,A
4,5500,-5,0.2124,H,F,A
4.5,5500,-5,0.2027,H,F,A
5,5500,-5,0.1901,H,F,A
0,5750,-5,0.258,H,F,A
0.5,5750,-5,0.2161,H,F,A
1,5750,-5,0.2165,H,F,A
1.5,5750,-5,0.218,H,F,A
2,5750,-5,0.2193,H,F,A
2.5,5750,-5,0.2194,H,F,A
3,5750,-5,0.2184,H,F,A
3.5,5750,-5,0.2156,H,F,A
4,5750,-5,0.2118,H,F,A
4.5,5750,-5,0.2059,H,F,A
5,5750,-5,0.1969,H,F,A
0,6000,-5,0.2573,H,F,A
0.5,6000,-5,0.2468,H,F,A
1,6000,-5,0.2109,H,F,A
1.5,6000,-5,0.2045,H,F,A
2,6000,-5,0.2063,H,F,A
2.5,6000,-5,0.208,H,F,A
3,6000,-5,0.2089,H,F,A
3.5,6000,-5,0.2082,H,F,A
4,6000,-5,0.2076,H,F,A
4.5,6000,-5,0.2053,H,F,A
5,6000,-5,0.1993,H,F,A
0.5,6250,-5,0.243,H,F,A
1,6250,-5,0.2371,H,F,A
1.5,6250,-5,0.1984,H,F,A
2,6250,-5,0.1929,H,F,A
2.5,6250,-5,0.1956,H,F,A
3,6250,-5,0.1981,H,F,A
3.5,6250,-5,0.1995,H,F,A
4,6250,-5,0.2007,H,F,A
4.5,6250,-5,0.2001,H,F,A
5,6250,-5,0.1993,H,F,A
0.5,6500,-5,0.2407,H,F,A
1,6500,-5,0.2311,H,F,A
1.5,6500,-5,0.228,H,F,A
2,6500,-5,0.1864,H,F,A
2.5,6500,-5,0.1826,H,F,A
3,6500,-5,0.1866,H,F,A
3.5,6500,-5,0.1898,H,F,A
4,6500,-5,0.1929,H,F,A
4.5,6500,-5,0.1949,H,F,A
5,6500,-5,0.1952,H,F,A
0.5,6750,-5,0.2406,H,F,A
1,6750,-5,0.2259,H,F,A
1.5,6750,-5,0.2205,H,F,A
2,6750,-5,0.2199,H,F,A
2.5,6750,-5,0.1767,H,F,A
3,6750,-5,0.1755,H,F,A
3.5,6750,-5,0.1801,H,F,A
4,6750,-5,0.1846,H,F,A
4.5,6750,-5,0.1884,H,F,A
5,6750,-5,0.191,H,F,A
0.5,7000,-5,0.2427,H,F,A
1,7000,-5,0.2232,H,F,A
1.5,7000,-5,0.2139,H,F,A
2,7000,-5,0.2116,H,F,A
2.5,7000,-5,0.2128,H,F,A
3,7000,-5,0.1698,H,F,A
3.5,7000,-5,0.1714,H,F,A
4,7000,-5,0.1761,H,F,A
4.5,7000,-5,0.1812,H,F,A
5,7000,-5,0.1851,H,F,A
1,7250,-5,0.2222,H,F,A
1.5,7250,-5,0.2089,H,F,A
2,7250,-5,0.2034,H,F,A
2.5,7250,-5,0.204,H,F,A
3,7250,-5,0.2065,H,F,A
3.5,7250,-5,0.165,H,F,A
4,7250,-5,0.1684,H,F,A
4.5,7250,-5,0.1741,H,F,A
5,7250,-5,0.1785,H,F,A
1,7500,-5,0.2221,H,F,A
1.5,7500,-5,0.2059,H,F,A
2,7500,-5,0.1972,H,F,A
2.5,7500,-5,0.195,H,F,A
3,7500,-5,0.197,H,F,A
3.5,7500,-5,0.2011,H,F,A
4,7500,-5,0.1655,H,F,A
4.5,7500,-5,0.1678,H,F,A
5,7500,-5,0.172,H,F,A
1.5,7750,-5,0.2035,H,F,A
2,7750,-5,0.1928,H,F,A
2.5,7750,-5,0.1873,H,F,A
3,7750,-5,0.1875,H,F,A
3.5,7750,-5,0.1916,H,F,A
4,7750,-5,0.1968,H,F,A
4.5,7750,-5,0.1629,H,F,A
5,7750,-5,0.1665,H,F,A
1.5,8000,-5,0.2016,H,F,A
2,8000,-5,0.1888,H,F,A
2.5,8000,-5,0.1823,H,F,A
3,8000,-5,0.1795,H,F,A
3.5,8000,-5,0.1818,H,F,A
4,8000,-5,0.1875,H,F,A
4.5,8000,-5,0.1935,H,F,A
5,8000,-5,0.1619,H,F,A
2,8250,-5,0.1857,H,F,A
2.5,8250,-5,0.1777,H,F,A
3,8250,-5,0.1738,H,F,A
3.5,8250,-5,0.1729,H,F,A
4,8250,-5,0.1777,H,F,A
4.5,8250,-5,0.1842,H,F,A
5,8250,-5,0.1609,H,F,A
1.5,8500,-5,0.2004,H,F,A
2,8500,-5,0.1829,H,F,A
2.5,8500,-5,0.1735,H,F,A
3,8500,-5,0.1687,H,F,A
3.5,8500,-5,0.167,H,F,A
4,8500,-5,0.1683,H,F,A
4.5,8500,-5,0.1751,H,F,A
5,8500,-5,0.1828,H,F,A
2,8750,-5,0.1811,H,F,A
2.5,8750,-5,0.1703,H,F,A
3,8750,-5,0.1647,H,F,A
3.5,8750,-5,0.162,H,F,A
4,8750,-5,0.1618,H,F,A
4.5,8750,-5,0.1652,H,F,A
5,8750,-5,0.1737,H,F,A
1.5,9000,-5,0.2028,H,F,A
2,9000,-5,0.1797,H,F,A
2.5,9000,-5,0.1675,H,F,A
3,9000,-5,0.1609,H,F,A
3.5,9000,-5,0.1575,H,F,A
4,9000,-5,0.1566,H,F,A
4.5,9000,-5,0.1575,H,F,A
5,9000,-5,0.1607,H,F,A
2,9250,-5,0.1787,H,F,A
2.5,9250,-5,0.1653,H,F,A
3,9250,-5,0.1579,H,F,A
3.5,9250,-5,0.154,H,F,A
4,9250,-5,0.1526,H,F,A
4.5,9250,-5,0.153,H,F,A
5,9250,-5,0.1551,H,F,A
2,9500,-5,0.178,H,F,A
2.5,9500,-5,0.1637,H,F,A
3,9500,-5,0.1557,H,F,A
3.5,9500,-5,0.1514,H,F,A
4,9500,-5,0.1493,H,F,A
4.5,9500,-5,0.1489,H,F,A
5,9500,-5,0.1504,H,F,A
2,9750,-5,0.1773,H,F,A
2.5,9750,-5,0.1622,H,F,A
3,9750,-5,0.1538,H,F,A
3.5,9750,-5,0.149,H,F,A
4,9750,-5,0.1463,H,F,A
4.5,9750,-5,0.1452,H,F,A
5,9750,-5,0.1464,H,F,A
2,10000,-5,0.1766,H,F,A
2.5,10000,-5,0.1609,H,F,A
3,10000,-5,0.1519,H,F,A
3.5,10000,-5,0.1468,H,F,A
4,10000,-5,0.1439,H,F,A
4.5,10000,-5,0.1425,H,F,A
5,10000,-5,0.1433,H,F,A
2,10500,-5,0.1754,H,F,A
2.5,10500,-5,0.1582,H,F,A
3,10500,-5,0.1486,H,F,A
3.5,10500,-5,0.1432,H,F,A
4,10500,-5,0.1401,H,F,A
4.5,10500,-5,0.1386,H,F,A
5,10500,-5,0.1383,H,F,A
2.5,11000,-5,0.1557,H,F,A
3,11000,-5,0.1456,H,F,A
3.5,11000,-5,0.1399,H,F,A
4,11000,-5,0.1369,H,F,A
4.5,11000,-5,0.1351,H,F,A
5,11000,-5,0.1343,H,F,A
2.5,11500,-5,0.1535,H,F,A
3,11500,-5,0.1429,H,F,A
3.5,11500,-5,0.137,H,F,A
4,11500,-5,0.1338,H,F,A
4.5,11500,-5,0.1319,H,F,A
5,11500,-5,0.1312,H,F,A
2.5,12000,-5,0.1515,H,F,A
3,12000,-5,0.1404,H,F,A
3.5,12000,-5,0.1342,H,F,A
4,12000,-5,0.1308,H,F,A
4.5,12000,-5,0.129,H,F,A
5,12000,-5,0.1283,H,F,A
2.5,12500,-5,0.1499,H,F,A
3,12500,-5,0.1381,H,F,A
3.5,12500,-5,0.1315,H,F,A
4,12500,-5,0.128,H,F,A
4.5,12500,-5,0.1261,H,F,A
5,12500,-5,0.1256,H,F,A
2.5,13000,-5,0.1486,H,F,A
3,13000,-5,0.136,H,F,A
3.5,13000,-5,0.1292,H,F,A
4,13000,-5,0.1253,H,F,A
4.5,13000,-5,0.1234,H,F,A
5,13000,-5,0.1229,H,F,A
2,14000,-5,0.1766,H,F,A
2.5,14000,-5,0.1466,H,F,A
3,14000,-5,0.1324,H,F,A
3.5,14000,-5,0.1248,H,F,A
4,14000,-5,0.1207,H,F,A
4.5,14000,-5,0.1186,H,F,A
5,14000,-5,0.1178,H,F,A
2.5,15000,-5,0.1459,H,F,A
3,15000,-5,0.1298,H,F,A
3.5,15000,-5,0.1213,H,F,A
4,15000,-5,0.1168,H,F,A
4.5,15000,-5,0.1144,H,F,A
5,15000,-5,0.1135,H,F,A
2.5,16000,-5,0.1461,H,F,A
3,16000,-5,0.1279,H,F,A
3.5,16000,-5,0.1184,H,F,A
4,16000,-5,0.1135,H,F,A
4.5,16000,-5,0.1109,H,F,A
5,16000,-5,0.1099,H,F,A
2.5,17000,-5,0.1471,H,F,A
3,17000,-5,0.1266,H,F,A
3.5,17000,-5,0.1162,H,F,A
4,17000,-5,0.1107,H,F,A
4.5,17000,-5,0.108,H,F,A
5,17000,-5,0.1068,H,F,A
2.5,18000,-5,0.1489,H,F,A
3,18000,-5,0.1256,H,F,A
3.5,18000,-5,0.1145,H,F,A
4,18000,-5,0.1085,H,F,A
4.5,18000,-5,0.1054,H,F,A
5,18000,-5,0.1041,H,F,A
2.5,19000,-5,0.1522,H,F,A
3,19000,-5,0.1248,H,F,A
3.5,19000,-5,0.113,H,F,A
4,19000,-5,0.1067,H,F,A
4.5,19000,-5,0.1034,H,F,A
5,19000,-5,0.102,H,F,A
3,20000,-5,0.1249,H,F,A
3.5,20000,-5,0.1113,H,F,A
4,20000,-5,0.1049,H,F,A
4.5,20000,-5,0.1018,H,F,A
5,20000,-5,0.1004,H,F,A
3,21000,-5,0.1257,H,F,A
3.5,21000,-5,0.1103,H,F,A
4,21000,-5,0.1033,H,F,A
4.5,21000,-5,0.1,H,F,A
5,21000,-5,0.0988,H,F,A
3,22000,-5,0.1278,H,F,A
3.5,22000,-5,0.1102,H,F,A
4,22000,-5,0.1023,H,F,A
4.5,22000,-5,0.0986,H,F,A
5,22000,-5,0.0972,H,F,A
3,23000,-5,0.1307,H,F,A
3.5,23000,-5,0.1109,H,F,A
4,23000,-5,0.1019,H,F,A
4.5,23000,-5,0.0977,H,F,A
5,23000,-5,0.0962,H,F,A
3,24000,-5,0.1352,H,F,A
3.5,24000,-5,0.1124,H,F,A
4,24000,-5,0.1023,H,F,A
4.5,24000,-5,0.0975,H,F,A
5,24000,-5,0.0956,H,F,A
3,25000,-5,0.1411,H,F,A
3.5,25000,-5,0.1145,H,F,A
4,25000,-5,0.1033,H,F,A
4.5,25000,-5,0.0978,H,F,A
5,25000,-5,0.0955,H,F,A
3,26000,-5,0.1461,H,F,A
3.5,26000,-5,0.1172,H,F,A
4,26000,-5,0.1046,H,F,A
4.5,26000,-5,0.0988,H,F,A
5,26000,-5,0.0964,H,F,A
3.5,27000,-5,0.1195,H,F,A
4,27000,-5,0.1062,H,F,A
4.5,27000,-5,0.0997,H,F,A
5,27000,-5,0.097,H,F,A
3.5,28000,-5,0.1202,H,F,A
4,28000,-5,0.1075,H,F,A
4.5,28000,-5,0.1006,H,F,A
5,28000,-5,0.0977,H,F,A
3.5,29000,-5,0.1178,H,F,A
4,29000,-5,0.1071,H,F,A
4.5,29000,-5,0.1009,H,F,A
5,29000,-5,0.0977,H,F,A
3.5,30000,-5,0.1136,H,F,A
4,30000,-5,0.1049,H,F,A
4.5,30000,-5,0.0997,H,F,A
5,30000,-5,0.0968,H,F,A
3.5,31000,-5,0.1097,H,F,A
4,31000,-5,0.1009,H,F,A
4.5,31000,-5,0.0967,H,F,A
5,31000,-5,0.0944,H,F,A
4,32000,-5,0.0964,H,F,A
4.5,32000,-5,0.0928,H,F,A
5,32000,-5,0.0911,H,F,A
4,33000,-5,0.0922,H,F,A
4.5,33000,-5,0.0882,H,F,A
5,33000,-5,0.0865,H,F,A
4,34000,-5,0.0882,H,F,A
4.5,34000,-5,0.0835,H,F,A
5,34000,-5,0.082,H,F,A
4,35000,-5,0.0839,H,F,A
4.5,35000,-5,0.0793,H,F,A
5,35000,-5,0.0772,H,F,A
4.5,37500,-5,0.0676,H,F,A
5,37500,-5,0.0657,H,F,A
4.5,40000,-5,0.0595,H,F,A
5,40000,-5,0.0557,H,F,A
5,42500,-5,0.0511,H,F,A
5,45000,-5,0.0496,H,F,A
5,47500,-5,0.0491,H,F,A
5,50000,-5,0.0491,H,F,A
0,3500,-4.5,0.293,H,F,A
0.5,3500,-4.5,0.2605,H,F,A
1,3500,-4.5,0.2106,H,F,A
1.5,3500,-4.5,0.1926,H,F,A
2,3500,-4.5,0.2137,H,F,A
2.5,3500,-4.5,0.2173,H,F,A
3,3500,-4.5,0.1624,H,F,A
0,3750,-4.5,0.2892,H,F,A
0.5,3750,-4.5,0.2626,H,F,A
1,3750,-4.5,0.2357,H,F,A
1.5,3750,-4.5,0.2009,H,F,A
2,3750,-4.5,0.1563,H,F,A
2.5,3750,-4.5,0.1603,H,F,A
3,3750,-4.5,0.1957,H,F,A
3.5,3750,-4.5,0.203,H,F,A
0,4000,-4.5,0.2903,H,F,A
0.5,4000,-4.5,0.2728,H,F,A
1,4000,-4.5,0.25,H,F,A
1.5,4000,-4.5,0.2245,H,F,A
2,4000,-4.5,0.2,H,F,A
2.5,4000,-4.5,0.1615,H,F,A
3,4000,-4.5,0.1358,H,F,A
3.5,4000,-4.5,0.1487,H,F,A
4,4000,-4.5,0.2162,H,F,A
0,4250,-4.5,0.287,H,F,A
0.5,4250,-4.5,0.279,H,F,A
1,4250,-4.5,0.2649,H,F,A
1.5,4250,-4.5,0.2453,H,F,A
2,4250,-4.5,0.2224,H,F,A
2.5,4250,-4.5,0.2015,H,F,A
3,4250,-4.5,0.1739,H,F,A
3.5,4250,-4.5,0.1399,H,F,A
4,4250,-4.5,0.1178,H,F,A
4.5,4250,-4.5,0.1077,H,F,A
0,4500,-4.5,0.2779,H,F,A
0.5,4500,-4.5,0.2751,H,F,A
1,4500,-4.5,0.2687,H,F,A
1.5,4500,-4.5,0.2574,H,F,A
2,4500,-4.5,0.2404,H,F,A
2.5,4500,-4.5,0.2205,H,F,A
3,4500,-4.5,0.1996,H,F,A
3.5,4500,-4.5,0.1797,H,F,A
4,4500,-4.5,0.152,H,F,A
4.5,4500,-4.5,0.1288,H,F,A
5,4500,-4.5,0.113,H,F,A
0,4750,-4.5,0.2663,H,F,A
0.5,4750,-4.5,0.2664,H,F,A
1,4750,-4.5,0.2641,H,F,A
1.5,4750,-4.5,0.258,H,F,A
2,4750,-4.5,0.2485,H,F,A
2.5,4750,-4.5,0.2344,H,F,A
3,4750,-4.5,0.217,H,F,A
3.5,4750,-4.5,0.1987,H,F,A
4,4750,-4.5,0.1786,H,F,A
4.5,4750,-4.5,0.159,H,F,A
5,4750,-4.5,0.1385,H,F,A
0,5000,-4.5,0.2542,H,F,A
0.5,5000,-4.5,0.2549,H,F,A
1,5000,-4.5,0.2546,H,F,A
1.5,5000,-4.5,0.2523,H,F,A
2,5000,-4.5,0.2474,H,F,A
2.5,5000,-4.5,0.2391,H,F,A
3,5000,-4.5,0.2272,H,F,A
3.5,5000,-4.5,0.2126,H,F,A
4,5000,-4.5,0.1966,H,F,A
4.5,5000,-4.5,0.1794,H,F,A
5,5000,-4.5,0.159,H,F,A
0,5250,-4.5,0.2426,H,F,A
0.5,5250,-4.5,0.2425,H,F,A
1,5250,-4.5,0.2433,H,F,A
1.5,5250,-4.5,0.2429,H,F,A
2,5250,-4.5,0.2405,H,F,A
2.5,5250,-4.5,0.2363,H,F,A
3,5250,-4.5,0.2292,H,F,A
3.5,5250,-4.5,0.2195,H,F,A
4,5250,-4.5,0.2076,H,F,A
4.5,5250,-4.5,0.1937,H,F,A
5,5250,-4.5,0.1775,H,F,A
0,5500,-4.5,0.2312,H,F,A
0.5,5500,-4.5,0.2296,H,F,A
1,5500,-4.5,0.2305,H,F,A
1.5,5500,-4.5,0.2315,H,F,A
2,5500,-4.5,0.231,H,F,A
2.5,5500,-4.5,0.229,H,F,A
3,5500,-4.5,0.2253,H,F,A
3.5,5500,-4.5,0.2199,H,F,A
4,5500,-4.5,0.2125,H,F,A
4.5,5500,-4.5,0.2025,H,F,A
5,5500,-4.5,0.1899,H,F,A
0,5750,-4.5,0.258,H,F,A
0.5,5750,-4.5,0.2163,H,F,A
1,5750,-4.5,0.2165,H,F,A
1.5,5750,-4.5,0.2181,H,F,A
2,5750,-4.5,0.2193,H,F,A
2.5,5750,-4.5,0.2192,H,F,A
3,5750,-4.5,0.2184,H,F,A
3.5,5750,-4.5,0.2158,H,F,A
4,5750,-4.5,0.212,H,F,A
4.5,5750,-4.5,0.2058,H,F,A
5,5750,-4.5,0.1967,H,F,A
0,6000,-4.5,0.2574,H,F,A
0.5,6000,-4.5,0.2467,H,F,A
1,6000,-4.5,0.2032,H,F,A
1.5,6000,-4.5,0.2043,H,F,A
2,6000,-4.5,0.2064,H,F,A
2.5,6000,-4.5,0.2077,H,F,A
3,6000,-4.5,0.2087,H,F,A
3.5,6000,-4.5,0.2077,H,F,A
4,6000,-4.5,0.2067,H,F,A
4.5,6000,-4.5,0.2052,H,F,A
5,6000,-4.5,0.1964,H,F,A
0.5,6250,-4.5,0.2429,H,F,A
1,6250,-4.5,0.2371,H,F,A
1.5,6250,-4.5,0.1977,H,F,A
2,6250,-4.5,0.1926,H,F,A
2.5,6250,-4.5,0.1956,H,F,A
3,6250,-4.5,0.198,H,F,A
3.5,6250,-4.5,0.1995,H,F,A
4,6250,-4.5,0.2006,H,F,A
4.5,6250,-4.5,0.2002,H,F,A
5,6250,-4.5,0.1972,H,F,A
0.5,6500,-4.5,0.2406,H,F,A
1,6500,-4.5,0.2311,H,F,A
1.5,6500,-4.5,0.2278,H,F,A
2,6500,-4.5,0.1862,H,F,A
2.5,6500,-4.5,0.1825,H,F,A
3,6500,-4.5,0.1864,H,F,A
3.5,6500,-4.5,0.1898,H,F,A
4,6500,-4.5,0.1928,H,F,A
4.5,6500,-4.5,0.195,H,F,A
5,6500,-4.5,0.1953,H,F,A
0.5,6750,-4.5,0.2405,H,F,A
1,6750,-4.5,0.2258,H,F,A
1.5,6750,-4.5,0.2203,H,F,A
2,6750,-4.5,0.22,H,F,A
2.5,6750,-4.5,0.1768,H,F,A
3,6750,-4.5,0.1755,H,F,A
3.5,6750,-4.5,0.1801,H,F,A
4,6750,-4.5,0.1844,H,F,A
4.5,6750,-4.5,0.1884,H,F,A
5,6750,-4.5,0.1909,H,F,A
0.5,7000,-4.5,0.2426,H,F,A
1,7000,-4.5,0.2231,H,F,A
1.5,7000,-4.5,0.2137,H,F,A
2,7000,-4.5,0.2117,H,F,A
2.5,7000,-4.5,0.2127,H,F,A
3,7000,-4.5,0.1698,H,F,A
3.5,7000,-4.5,0.1714,H,F,A
4,7000,-4.5,0.176,H,F,A
4.5,7000,-4.5,0.1812,H,F,A
5,7000,-4.5,0.1852,H,F,A
1,7250,-4.5,0.2222,H,F,A
1.5,7250,-4.5,0.2088,H,F,A
2,7250,-4.5,0.2033,H,F,A
2.5,7250,-4.5,0.204,H,F,A
3,7250,-4.5,0.2065,H,F,A
3.5,7250,-4.5,0.1647,H,F,A
4,7250,-4.5,0.1687,H,F,A
4.5,7250,-4.5,0.1741,H,F,A
5,7250,-4.5,0.1785,H,F,A
1,7500,-4.5,0.2221,H,F,A
1.5,7500,-4.5,0.2059,H,F,A
2,7500,-4.5,0.1972,H,F,A
2.5,7500,-4.5,0.1948,H,F,A
3,7500,-4.5,0.197,H,F,A
3.5,7500,-4.5,0.2011,H,F,A
4,7500,-4.5,0.1655,H,F,A
4.5,7500,-4.5,0.1676,H,F,A
5,7500,-4.5,0.172,H,F,A
1.5,7750,-4.5,0.2035,H,F,A
2,7750,-4.5,0.1927,H,F,A
2.5,7750,-4.5,0.1873,H,F,A
3,7750,-4.5,0.1874,H,F,A
3.5,7750,-4.5,0.1915,H,F,A
4,7750,-4.5,0.1968,H,F,A
4.5,7750,-4.5,0.1628,H,F,A
5,7750,-4.5,0.1664,H,F,A
1.5,8000,-4.5,0.2014,H,F,A
2,8000,-4.5,0.1889,H,F,A
2.5,8000,-4.5,0.1822,H,F,A
3,8000,-4.5,0.1795,H,F,A
3.5,8000,-4.5,0.1818,H,F,A
4,8000,-4.5,0.1875,H,F,A
4.5,8000,-4.5,0.1934,H,F,A
5,8000,-4.5,0.1619,H,F,A
2,8250,-4.5,0.1858,H,F,A
2.5,8250,-4.5,0.1777,H,F,A
3,8250,-4.5,0.1736,H,F,A
3.5,8250,-4.5,0.1728,H,F,A
4,8250,-4.5,0.1775,H,F,A
4.5,8250,-4.5,0.1842,H,F,A
5,8250,-4.5,0.1608,H,F,A
1.5,8500,-4.5,0.2003,H,F,A
2,8500,-4.5,0.1829,H,F,A
2.5,8500,-4.5,0.1734,H,F,A
3,8500,-4.5,0.1687,H,F,A
3.5,8500,-4.5,0.167,H,F,A
4,8500,-4.5,0.1682,H,F,A
4.5,8500,-4.5,0.1751,H,F,A
5,8500,-4.5,0.1827,H,F,A
2,8750,-4.5,0.181,H,F,A
2.5,8750,-4.5,0.1703,H,F,A
3,8750,-4.5,0.1646,H,F,A
3.5,8750,-4.5,0.162,H,F,A
4,8750,-4.5,0.1618,H,F,A
4.5,8750,-4.5,0.1652,H,F,A
5,8750,-4.5,0.1736,H,F,A
1.5,9000,-4.5,0.2028,H,F,A
2,9000,-4.5,0.1797,H,F,A
2.5,9000,-4.5,0.1675,H,F,A
3,9000,-4.5,0.1609,H,F,A
3.5,9000,-4.5,0.1575,H,F,A
4,9000,-4.5,0.1566,H,F,A
4.5,9000,-4.5,0.1575,H,F,A
5,9000,-4.5,0.1605,H,F,A
2,9250,-4.5,0.1787,H,F,A
2.5,9250,-4.5,0.1653,H,F,A
3,9250,-4.5,0.1578,H,F,A
3.5,9250,-4.5,0.154,H,F,A
4,9250,-4.5,0.1526,H,F,A
4.5,9250,-4.5,0.153,H,F,A
5,9250,-4.5,0.1551,H,F,A
2,9500,-4.5,0.178,H,F,A
2.5,9500,-4.5,0.1637,H,F,A
3,9500,-4.5,0.1557,H,F,A
3.5,9500,-4.5,0.1514,H,F,A
4,9500,-4.5,0.1492,H,F,A
4.5,9500,-4.5,0.1488,H,F,A
5,9500,-4.5,0.1504,H,F,A
2,9750,-4.5,0.1774,H,F,A
2.5,9750,-4.5,0.1622,H,F,A
3,9750,-4.5,0.1537,H,F,A
3.5,9750,-4.5,0.149,H,F,A
4,9750,-4.5,0.1462,H,F,A
4.5,9750,-4.5,0.1452,H,F,A
5,9750,-4.5,0.1464,H,F,A
2,10000,-4.5,0.1767,H,F,A
2.5,10000,-4.5,0.1609,H,F,A
3,10000,-4.5,0.1519,H,F,A
3.5,10000,-4.5,0.1468,H,F,A
4,10000,-4.5,0.1439,H,F,A
4.5,10000,-4.5,0.1425,H,F,A
5,10000,-4.5,0.1433,H,F,A
2,10500,-4.5,0.1754,H,F,A
2.5,10500,-4.5,0.1581,H,F,A
3,10500,-4.5,0.1486,H,F,A
3.5,10500,-4.5,0.1431,H,F,A
4,10500,-4.5,0.14,H,F,A
4.5,10500,-4.5,0.1386,H,F,A
5,10500,-4.5,0.1382,H,F,A
2.5,11000,-4.5,0.1557,H,F,A
3,11000,-4.5,0.1456,H,F,A
3.5,11000,-4.5,0.14,H,F,A
4,11000,-4.5,0.1368,H,F,A
4.5,11000,-4.5,0.135,H,F,A
5,11000,-4.5,0.1343,H,F,A
2.5,11500,-4.5,0.1534,H,F,A
3,11500,-4.5,0.1428,H,F,A
3.5,11500,-4.5,0.1369,H,F,A
4,11500,-4.5,0.1337,H,F,A
4.5,11500,-4.5,0.1319,H,F,A
5,11500,-4.5,0.1312,H,F,A
2.5,12000,-4.5,0.1515,H,F,A
3,12000,-4.5,0.1403,H,F,A
3.5,12000,-4.5,0.1341,H,F,A
4,12000,-4.5,0.1308,H,F,A
4.5,12000,-4.5,0.1289,H,F,A
5,12000,-4.5,0.1283,H,F,A
2.5,12500,-4.5,0.1498,H,F,A
3,12500,-4.5,0.138,H,F,A
3.5,12500,-4.5,0.1315,H,F,A
4,12500,-4.5,0.1279,H,F,A
4.5,12500,-4.5,0.1261,H,F,A
5,12500,-4.5,0.1256,H,F,A
2.5,13000,-4.5,0.1485,H,F,A
3,13000,-4.5,0.1359,H,F,A
3.5,13000,-4.5,0.1291,H,F,A
4,13000,-4.5,0.1253,H,F,A
4.5,13000,-4.5,0.1234,H,F,A
5,13000,-4.5,0.1229,H,F,A
2,14000,-4.5,0.1766,H,F,A
2.5,14000,-4.5,0.1466,H,F,A
3,14000,-4.5,0.1323,H,F,A
3.5,14000,-4.5,0.1248,H,F,A
4,14000,-4.5,0.1206,H,F,A
4.5,14000,-4.5,0.1186,H,F,A
5,14000,-4.5,0.1178,H,F,A
2.5,15000,-4.5,0.1459,H,F,A
3,15000,-4.5,0.1298,H,F,A
