logg,Teff,Z,xi,u,Filt,Met,Mod
 0.00,  3500,-5.0, 2.0, 0.3098,K ,L,A
 0.50,  3500,-5.0, 2.0, 0.3027,K ,L,A
 1.00,  3500,-5.0, 2.0, 0.2754,K ,L,A
 1.50,  3500,-5.0, 2.0, 0.2741,K ,L,A
 2.00,  3500,-5.0, 2.0, 0.1991,K ,L,A
 2.50,  3500,-5.0, 2.0, 0.0840,K ,L,A
 3.00,  3500,-5.0, 2.0, 0.0534,K ,L,A
 0.00,  3750,-5.0, 2.0, 0.2932,K ,L,A
 0.50,  3750,-5.0, 2.0, 0.2749,K ,L,A
 1.00,  3750,-5.0, 2.0, 0.2578,K ,L,A
 1.50,  3750,-5.0, 2.0, 0.2325,K ,L,A
 2.00,  3750,-5.0, 2.0, 0.2234,K ,L,A
 2.50,  3750,-5.0, 2.0, 0.2539,K ,L,A
 3.00,  3750,-5.0, 2.0, 0.1330,K ,L,A
 0.00,  4000,-5.0, 2.0, 0.2905,K ,L,A
 0.50,  4000,-5.0, 2.0, 0.2779,K ,L,A
 1.00,  4000,-5.0, 2.0, 0.2612,K ,L,A
 1.50,  4000,-5.0, 2.0, 0.2429,K ,L,A
 2.00,  4000,-5.0, 2.0, 0.2218,K ,L,A
 2.50,  4000,-5.0, 2.0, 0.1899,K ,L,A
 3.00,  4000,-5.0, 2.0, 0.2048,K ,L,A
 3.50,  4000,-5.0, 2.0, 0.2412,K ,L,A
 0.00,  4250,-5.0, 2.0, 0.2876,K ,L,A
 0.50,  4250,-5.0, 2.0, 0.2795,K ,L,A
 1.00,  4250,-5.0, 2.0, 0.2684,K ,L,A
 1.50,  4250,-5.0, 2.0, 0.2544,K ,L,A
 2.00,  4250,-5.0, 2.0, 0.2386,K ,L,A
 2.50,  4250,-5.0, 2.0, 0.2149,K ,L,A
 3.00,  4250,-5.0, 2.0, 0.1876,K ,L,A
 3.50,  4250,-5.0, 2.0, 0.1529,K ,L,A
 4.00,  4250,-5.0, 2.0, 0.1291,K ,L,A
 0.00,  4500,-5.0, 2.0, 0.2814,K ,L,A
 0.50,  4500,-5.0, 2.0, 0.2772,K ,L,A
 1.00,  4500,-5.0, 2.0, 0.2699,K ,L,A
 1.50,  4500,-5.0, 2.0, 0.2604,K ,L,A
 2.00,  4500,-5.0, 2.0, 0.2489,K ,L,A
 2.50,  4500,-5.0, 2.0, 0.2353,K ,L,A
 3.00,  4500,-5.0, 2.0, 0.2178,K ,L,A
 3.50,  4500,-5.0, 2.0, 0.1919,K ,L,A
 4.00,  4500,-5.0, 2.0, 0.1606,K ,L,A
 0.00,  4750,-5.0, 2.0, 0.2736,K ,L,A
 0.50,  4750,-5.0, 2.0, 0.2721,K ,L,A
 1.00,  4750,-5.0, 2.0, 0.2686,K ,L,A
 1.50,  4750,-5.0, 2.0, 0.2619,K ,L,A
 2.00,  4750,-5.0, 2.0, 0.2534,K ,L,A
 2.50,  4750,-5.0, 2.0, 0.2436,K ,L,A
 3.00,  4750,-5.0, 2.0, 0.2323,K ,L,A
 3.50,  4750,-5.0, 2.0, 0.2193,K ,L,A
 4.00,  4750,-5.0, 2.0, 0.1966,K ,L,A
 4.50,  4750,-5.0, 2.0, 0.1704,K ,L,A
 0.00,  5000,-5.0, 2.0, 0.2657,K ,L,A
 0.50,  5000,-5.0, 2.0, 0.2643,K ,L,A
 1.00,  5000,-5.0, 2.0, 0.2618,K ,L,A
 1.50,  5000,-5.0, 2.0, 0.2580,K ,L,A
 2.00,  5000,-5.0, 2.0, 0.2524,K ,L,A
 2.50,  5000,-5.0, 2.0, 0.2454,K ,L,A
 3.00,  5000,-5.0, 2.0, 0.2376,K ,L,A
 3.50,  5000,-5.0, 2.0, 0.2296,K ,L,A
 4.00,  5000,-5.0, 2.0, 0.2182,K ,L,A
 4.50,  5000,-5.0, 2.0, 0.2008,K ,L,A
 5.00,  5000,-5.0, 2.0, 0.1826,K ,L,A
 0.00,  5250,-5.0, 2.0, 0.2567,K ,L,A
 0.50,  5250,-5.0, 2.0, 0.2549,K ,L,A
 1.00,  5250,-5.0, 2.0, 0.2537,K ,L,A
 1.50,  5250,-5.0, 2.0, 0.2514,K ,L,A
 2.00,  5250,-5.0, 2.0, 0.2477,K ,L,A
 2.50,  5250,-5.0, 2.0, 0.2440,K ,L,A
 3.00,  5250,-5.0, 2.0, 0.2387,K ,L,A
 3.50,  5250,-5.0, 2.0, 0.2324,K ,L,A
 4.00,  5250,-5.0, 2.0, 0.2272,K ,L,A
 4.50,  5250,-5.0, 2.0, 0.2154,K ,L,A
 5.00,  5250,-5.0, 2.0, 0.1979,K ,L,A
 0.00,  5500,-5.0, 2.0, 0.2479,K ,L,A
 0.50,  5500,-5.0, 2.0, 0.2440,K ,L,A
 1.00,  5500,-5.0, 2.0, 0.2433,K ,L,A
 1.50,  5500,-5.0, 2.0, 0.2428,K ,L,A
 2.00,  5500,-5.0, 2.0, 0.2416,K ,L,A
 2.50,  5500,-5.0, 2.0, 0.2391,K ,L,A
 3.00,  5500,-5.0, 2.0, 0.2363,K ,L,A
 3.50,  5500,-5.0, 2.0, 0.2313,K ,L,A
 4.00,  5500,-5.0, 2.0, 0.2264,K ,L,A
 4.50,  5500,-5.0, 2.0, 0.2195,K ,L,A
 5.00,  5500,-5.0, 2.0, 0.2092,K ,L,A
 0.00,  5750,-5.0, 2.0, 0.2726,K ,L,A
 0.50,  5750,-5.0, 2.0, 0.2350,K ,L,A
 1.00,  5750,-5.0, 2.0, 0.2314,K ,L,A
 1.50,  5750,-5.0, 2.0, 0.2323,K ,L,A
 2.00,  5750,-5.0, 2.0, 0.2317,K ,L,A
 2.50,  5750,-5.0, 2.0, 0.2314,K ,L,A
 3.00,  5750,-5.0, 2.0, 0.2305,K ,L,A
 3.50,  5750,-5.0, 2.0, 0.2290,K ,L,A
 4.00,  5750,-5.0, 2.0, 0.2264,K ,L,A
 4.50,  5750,-5.0, 2.0, 0.2219,K ,L,A
 5.00,  5750,-5.0, 2.0, 0.2149,K ,L,A
 0.00,  6000,-5.0, 2.0, 0.2735,K ,L,A
 0.50,  6000,-5.0, 2.0, 0.2590,K ,L,A
 1.00,  6000,-5.0, 2.0, 0.2281,K ,L,A
 1.50,  6000,-5.0, 2.0, 0.2205,K ,L,A
 2.00,  6000,-5.0, 2.0, 0.2219,K ,L,A
 2.50,  6000,-5.0, 2.0, 0.2238,K ,L,A
 3.00,  6000,-5.0, 2.0, 0.2248,K ,L,A
 3.50,  6000,-5.0, 2.0, 0.2245,K ,L,A
 4.00,  6000,-5.0, 2.0, 0.2253,K ,L,A
 4.50,  6000,-5.0, 2.0, 0.2229,K ,L,A
 5.00,  6000,-5.0, 2.0, 0.2178,K ,L,A
 0.50,  6250,-5.0, 2.0, 0.2561,K ,L,A
 1.00,  6250,-5.0, 2.0, 0.2477,K ,L,A
 1.50,  6250,-5.0, 2.0, 0.2172,K ,L,A
 2.00,  6250,-5.0, 2.0, 0.2133,K ,L,A
 2.50,  6250,-5.0, 2.0, 0.2158,K ,L,A
 3.00,  6250,-5.0, 2.0, 0.2181,K ,L,A
 3.50,  6250,-5.0, 2.0, 0.2200,K ,L,A
 4.00,  6250,-5.0, 2.0, 0.2211,K ,L,A
 4.50,  6250,-5.0, 2.0, 0.2203,K ,L,A
 5.00,  6250,-5.0, 2.0, 0.2187,K ,L,A
 0.50,  6500,-5.0, 2.0, 0.2553,K ,L,A
 1.00,  6500,-5.0, 2.0, 0.2418,K ,L,A
 1.50,  6500,-5.0, 2.0, 0.2372,K ,L,A
 2.00,  6500,-5.0, 2.0, 0.2078,K ,L,A
 2.50,  6500,-5.0, 2.0, 0.2066,K ,L,A
 3.00,  6500,-5.0, 2.0, 0.2105,K ,L,A
 3.50,  6500,-5.0, 2.0, 0.2138,K ,L,A
 4.00,  6500,-5.0, 2.0, 0.2165,K ,L,A
 4.50,  6500,-5.0, 2.0, 0.2176,K ,L,A
 5.00,  6500,-5.0, 2.0, 0.2170,K ,L,A
 0.50,  6750,-5.0, 2.0, 0.2570,K ,L,A
 1.00,  6750,-5.0, 2.0, 0.2377,K ,L,A
 1.50,  6750,-5.0, 2.0, 0.2295,K ,L,A
 2.00,  6750,-5.0, 2.0, 0.2278,K ,L,A
 2.50,  6750,-5.0, 2.0, 0.2008,K ,L,A
 3.00,  6750,-5.0, 2.0, 0.2028,K ,L,A
 3.50,  6750,-5.0, 2.0, 0.2070,K ,L,A
 4.00,  6750,-5.0, 2.0, 0.2108,K ,L,A
 4.50,  6750,-5.0, 2.0, 0.2134,K ,L,A
 5.00,  6750,-5.0, 2.0, 0.2143,K ,L,A
 0.50,  7000,-5.0, 2.0, 0.2607,K ,L,A
 1.00,  7000,-5.0, 2.0, 0.2359,K ,L,A
 1.50,  7000,-5.0, 2.0, 0.2233,K ,L,A
 2.00,  7000,-5.0, 2.0, 0.2191,K ,L,A
 2.50,  7000,-5.0, 2.0, 0.2197,K ,L,A
 3.00,  7000,-5.0, 2.0, 0.1972,K ,L,A
 3.50,  7000,-5.0, 2.0, 0.2005,K ,L,A
 4.00,  7000,-5.0, 2.0, 0.2045,K ,L,A
 4.50,  7000,-5.0, 2.0, 0.2082,K ,L,A
 5.00,  7000,-5.0, 2.0, 0.2108,K ,L,A
 1.00,  7250,-5.0, 2.0, 0.2360,K ,L,A
 1.50,  7250,-5.0, 2.0, 0.2190,K ,L,A
 2.00,  7250,-5.0, 2.0, 0.2113,K ,L,A
 2.50,  7250,-5.0, 2.0, 0.2102,K ,L,A
 3.00,  7250,-5.0, 2.0, 0.2124,K ,L,A
 3.50,  7250,-5.0, 2.0, 0.1945,K ,L,A
 4.00,  7250,-5.0, 2.0, 0.1982,K ,L,A
 4.50,  7250,-5.0, 2.0, 0.2027,K ,L,A
 5.00,  7250,-5.0, 2.0, 0.2058,K ,L,A
 1.00,  7500,-5.0, 2.0, 0.2369,K ,L,A
 1.50,  7500,-5.0, 2.0, 0.2164,K ,L,A
 2.00,  7500,-5.0, 2.0, 0.2053,K ,L,A
 2.50,  7500,-5.0, 2.0, 0.2016,K ,L,A
 3.00,  7500,-5.0, 2.0, 0.2029,K ,L,A
 3.50,  7500,-5.0, 2.0, 0.2068,K ,L,A
 4.00,  7500,-5.0, 2.0, 0.1952,K ,L,A
 4.50,  7500,-5.0, 2.0, 0.1970,K ,L,A
 5.00,  7500,-5.0, 2.0, 0.2002,K ,L,A
 1.50,  7750,-5.0, 2.0, 0.2142,K ,L,A
 2.00,  7750,-5.0, 2.0, 0.2007,K ,L,A
 2.50,  7750,-5.0, 2.0, 0.1942,K ,L,A
 3.00,  7750,-5.0, 2.0, 0.1936,K ,L,A
 3.50,  7750,-5.0, 2.0, 0.1969,K ,L,A
 4.00,  7750,-5.0, 2.0, 0.2017,K ,L,A
 4.50,  7750,-5.0, 2.0, 0.1918,K ,L,A
 5.00,  7750,-5.0, 2.0, 0.1948,K ,L,A
 1.50,  8000,-5.0, 2.0, 0.2123,K ,L,A
 2.00,  8000,-5.0, 2.0, 0.1967,K ,L,A
 2.50,  8000,-5.0, 2.0, 0.1885,K ,L,A
 3.00,  8000,-5.0, 2.0, 0.1855,K ,L,A
 3.50,  8000,-5.0, 2.0, 0.1872,K ,L,A
 4.00,  8000,-5.0, 2.0, 0.1920,K ,L,A
 4.50,  8000,-5.0, 2.0, 0.1973,K ,L,A
 5.00,  8000,-5.0, 2.0, 0.1894,K ,L,A
 2.00,  8250,-5.0, 2.0, 0.1930,K ,L,A
 2.50,  8250,-5.0, 2.0, 0.1835,K ,L,A
 3.00,  8250,-5.0, 2.0, 0.1792,K ,L,A
 3.50,  8250,-5.0, 2.0, 0.1786,K ,L,A
 4.00,  8250,-5.0, 2.0, 0.1824,K ,L,A
 4.50,  8250,-5.0, 2.0, 0.1872,K ,L,A
 5.00,  8250,-5.0, 2.0, 0.1861,K ,L,A
 1.50,  8500,-5.0, 2.0, 0.2098,K ,L,A
 2.00,  8500,-5.0, 2.0, 0.1894,K ,L,A
 2.50,  8500,-5.0, 2.0, 0.1787,K ,L,A
 3.00,  8500,-5.0, 2.0, 0.1736,K ,L,A
 3.50,  8500,-5.0, 2.0, 0.1722,K ,L,A
 4.00,  8500,-5.0, 2.0, 0.1734,K ,L,A
 4.50,  8500,-5.0, 2.0, 0.1784,K ,L,A
 5.00,  8500,-5.0, 2.0, 0.1841,K ,L,A
 2.00,  8750,-5.0, 2.0, 0.1865,K ,L,A
 2.50,  8750,-5.0, 2.0, 0.1743,K ,L,A
 3.00,  8750,-5.0, 2.0, 0.1685,K ,L,A
 3.50,  8750,-5.0, 2.0, 0.1666,K ,L,A
 4.00,  8750,-5.0, 2.0, 0.1668,K ,L,A
 4.50,  8750,-5.0, 2.0, 0.1696,K ,L,A
 5.00,  8750,-5.0, 2.0, 0.1752,K ,L,A
 1.50,  9000,-5.0, 2.0, 0.2113,K ,L,A
 2.00,  9000,-5.0, 2.0, 0.1845,K ,L,A
 2.50,  9000,-5.0, 2.0, 0.1707,K ,L,A
 3.00,  9000,-5.0, 2.0, 0.1640,K ,L,A
 3.50,  9000,-5.0, 2.0, 0.1614,K ,L,A
 4.00,  9000,-5.0, 2.0, 0.1613,K ,L,A
 4.50,  9000,-5.0, 2.0, 0.1623,K ,L,A
 5.00,  9000,-5.0, 2.0, 0.1642,K ,L,A
 2.00,  9250,-5.0, 2.0, 0.1832,K ,L,A
 2.50,  9250,-5.0, 2.0, 0.1679,K ,L,A
 3.00,  9250,-5.0, 2.0, 0.1602,K ,L,A
 3.50,  9250,-5.0, 2.0, 0.1570,K ,L,A
 4.00,  9250,-5.0, 2.0, 0.1566,K ,L,A
 4.50,  9250,-5.0, 2.0, 0.1574,K ,L,A
 5.00,  9250,-5.0, 2.0, 0.1586,K ,L,A
 2.00,  9500,-5.0, 2.0, 0.1823,K ,L,A
 2.50,  9500,-5.0, 2.0, 0.1656,K ,L,A
 3.00,  9500,-5.0, 2.0, 0.1570,K ,L,A
 3.50,  9500,-5.0, 2.0, 0.1533,K ,L,A
 4.00,  9500,-5.0, 2.0, 0.1524,K ,L,A
 4.50,  9500,-5.0, 2.0, 0.1529,K ,L,A
 5.00,  9500,-5.0, 2.0, 0.1540,K ,L,A
 2.00,  9750,-5.0, 2.0, 0.1816,K ,L,A
 2.50,  9750,-5.0, 2.0, 0.1637,K ,L,A
 3.00,  9750,-5.0, 2.0, 0.1545,K ,L,A
 3.50,  9750,-5.0, 2.0, 0.1503,K ,L,A
 4.00,  9750,-5.0, 2.0, 0.1488,K ,L,A
 4.50,  9750,-5.0, 2.0, 0.1490,K ,L,A
 5.00,  9750,-5.0, 2.0, 0.1499,K ,L,A
 2.00, 10000,-5.0, 2.0, 0.1812,K ,L,A
 2.50, 10000,-5.0, 2.0, 0.1622,K ,L,A
 3.00, 10000,-5.0, 2.0, 0.1523,K ,L,A
 3.50, 10000,-5.0, 2.0, 0.1476,K ,L,A
 4.00, 10000,-5.0, 2.0, 0.1459,K ,L,A
 4.50, 10000,-5.0, 2.0, 0.1458,K ,L,A
 5.00, 10000,-5.0, 2.0, 0.1464,K ,L,A
 2.00, 10500,-5.0, 2.0, 0.1804,K ,L,A
 2.50, 10500,-5.0, 2.0, 0.1596,K ,L,A
 3.00, 10500,-5.0, 2.0, 0.1486,K ,L,A
 3.50, 10500,-5.0, 2.0, 0.1431,K ,L,A
 4.00, 10500,-5.0, 2.0, 0.1410,K ,L,A
 4.50, 10500,-5.0, 2.0, 0.1406,K ,L,A
 5.00, 10500,-5.0, 2.0, 0.1407,K ,L,A
 2.50, 11000,-5.0, 2.0, 0.1574,K ,L,A
 3.00, 11000,-5.0, 2.0, 0.1455,K ,L,A
 3.50, 11000,-5.0, 2.0, 0.1395,K ,L,A
 4.00, 11000,-5.0, 2.0, 0.1369,K ,L,A
 4.50, 11000,-5.0, 2.0, 0.1363,K ,L,A
 5.00, 11000,-5.0, 2.0, 0.1363,K ,L,A
 2.50, 11500,-5.0, 2.0, 0.1556,K ,L,A
 3.00, 11500,-5.0, 2.0, 0.1428,K ,L,A
 3.50, 11500,-5.0, 2.0, 0.1363,K ,L,A
 4.00, 11500,-5.0, 2.0, 0.1334,K ,L,A
 4.50, 11500,-5.0, 2.0, 0.1325,K ,L,A
 5.00, 11500,-5.0, 2.0, 0.1325,K ,L,A
 2.50, 12000,-5.0, 2.0, 0.1542,K ,L,A
 3.00, 12000,-5.0, 2.0, 0.1405,K ,L,A
 3.50, 12000,-5.0, 2.0, 0.1334,K ,L,A
 4.00, 12000,-5.0, 2.0, 0.1302,K ,L,A
 4.50, 12000,-5.0, 2.0, 0.1291,K ,L,A
 5.00, 12000,-5.0, 2.0, 0.1291,K ,L,A
 2.50, 12500,-5.0, 2.0, 0.1530,K ,L,A
 3.00, 12500,-5.0, 2.0, 0.1384,K ,L,A
 3.50, 12500,-5.0, 2.0, 0.1309,K ,L,A
 4.00, 12500,-5.0, 2.0, 0.1273,K ,L,A
 4.50, 12500,-5.0, 2.0, 0.1260,K ,L,A
 5.00, 12500,-5.0, 2.0, 0.1259,K ,L,A
 2.50, 13000,-5.0, 2.0, 0.1522,K ,L,A
 3.00, 13000,-5.0, 2.0, 0.1365,K ,L,A
 3.50, 13000,-5.0, 2.0, 0.1286,K ,L,A
 4.00, 13000,-5.0, 2.0, 0.1247,K ,L,A
 4.50, 13000,-5.0, 2.0, 0.1232,K ,L,A
 5.00, 13000,-5.0, 2.0, 0.1230,K ,L,A
 2.00, 14000,-5.0, 2.0, 0.1875,K ,L,A
 2.50, 14000,-5.0, 2.0, 0.1514,K ,L,A
 3.00, 14000,-5.0, 2.0, 0.1337,K ,L,A
 3.50, 14000,-5.0, 2.0, 0.1246,K ,L,A
 4.00, 14000,-5.0, 2.0, 0.1202,K ,L,A
 4.50, 14000,-5.0, 2.0, 0.1183,K ,L,A
 5.00, 14000,-5.0, 2.0, 0.1178,K ,L,A
 2.50, 15000,-5.0, 2.0, 0.1518,K ,L,A
 3.00, 15000,-5.0, 2.0, 0.1316,K ,L,A
 3.50, 15000,-5.0, 2.0, 0.1214,K ,L,A
 4.00, 15000,-5.0, 2.0, 0.1164,K ,L,A
 4.50, 15000,-5.0, 2.0, 0.1142,K ,L,A
 5.00, 15000,-5.0, 2.0, 0.1135,K ,L,A
 2.50, 16000,-5.0, 2.0, 0.1535,K ,L,A
 3.00, 16000,-5.0, 2.0, 0.1306,K ,L,A
 3.50, 16000,-5.0, 2.0, 0.1190,K ,L,A
 4.00, 16000,-5.0, 2.0, 0.1133,K ,L,A
 4.50, 16000,-5.0, 2.0, 0.1108,K ,L,A
 5.00, 16000,-5.0, 2.0, 0.1100,K ,L,A
 2.50, 17000,-5.0, 2.0, 0.1563,K ,L,A
 3.00, 17000,-5.0, 2.0, 0.1304,K ,L,A
 3.50, 17000,-5.0, 2.0, 0.1175,K ,L,A
 4.00, 17000,-5.0, 2.0, 0.1110,K ,L,A
 4.50, 17000,-5.0, 2.0, 0.1080,K ,L,A
 5.00, 17000,-5.0, 2.0, 0.1071,K ,L,A
 2.50, 18000,-5.0, 2.0, 0.1602,K ,L,A
 3.00, 18000,-5.0, 2.0, 0.1309,K ,L,A
 3.50, 18000,-5.0, 2.0, 0.1166,K ,L,A
 4.00, 18000,-5.0, 2.0, 0.1094,K ,L,A
 4.50, 18000,-5.0, 2.0, 0.1060,K ,L,A
 5.00, 18000,-5.0, 2.0, 0.1048,K ,L,A
 2.50, 19000,-5.0, 2.0, 0.1656,K ,L,A
 3.00, 19000,-5.0, 2.0, 0.1318,K ,L,A
 3.50, 19000,-5.0, 2.0, 0.1162,K ,L,A
 4.00, 19000,-5.0, 2.0, 0.1083,K ,L,A
 4.50, 19000,-5.0, 2.0, 0.1045,K ,L,A
 5.00, 19000,-5.0, 2.0, 0.1032,K ,L,A
 3.00, 20000,-5.0, 2.0, 0.1337,K ,L,A
 3.50, 20000,-5.0, 2.0, 0.1163,K ,L,A
 4.00, 20000,-5.0, 2.0, 0.1079,K ,L,A
 4.50, 20000,-5.0, 2.0, 0.1038,K ,L,A
 5.00, 20000,-5.0, 2.0, 0.1022,K ,L,A
 3.00, 21000,-5.0, 2.0, 0.1368,K ,L,A
 3.50, 21000,-5.0, 2.0, 0.1172,K ,L,A
 4.00, 21000,-5.0, 2.0, 0.1079,K ,L,A
 4.50, 21000,-5.0, 2.0, 0.1035,K ,L,A
 5.00, 21000,-5.0, 2.0, 0.1018,K ,L,A
 3.00, 22000,-5.0, 2.0, 0.1411,K ,L,A
 3.50, 22000,-5.0, 2.0, 0.1190,K ,L,A
 4.00, 22000,-5.0, 2.0, 0.1085,K ,L,A
 4.50, 22000,-5.0, 2.0, 0.1037,K ,L,A
 5.00, 22000,-5.0, 2.0, 0.1018,K ,L,A
 3.00, 23000,-5.0, 2.0, 0.1465,K ,L,A
 3.50, 23000,-5.0, 2.0, 0.1219,K ,L,A
 4.00, 23000,-5.0, 2.0, 0.1102,K ,L,A
 4.50, 23000,-5.0, 2.0, 0.1046,K ,L,A
 5.00, 23000,-5.0, 2.0, 0.1024,K ,L,A
 3.00, 24000,-5.0, 2.0, 0.1527,K ,L,A
 3.50, 24000,-5.0, 2.0, 0.1254,K ,L,A
 4.00, 24000,-5.0, 2.0, 0.1125,K ,L,A
 4.50, 24000,-5.0, 2.0, 0.1062,K ,L,A
 5.00, 24000,-5.0, 2.0, 0.1036,K ,L,A
 3.00, 25000,-5.0, 2.0, 0.1597,K ,L,A
 3.50, 25000,-5.0, 2.0, 0.1291,K ,L,A
 4.00, 25000,-5.0, 2.0, 0.1152,K ,L,A
 4.50, 25000,-5.0, 2.0, 0.1083,K ,L,A
 5.00, 25000,-5.0, 2.0, 0.1051,K ,L,A
 3.00, 26000,-5.0, 2.0, 0.1656,K ,L,A
 3.50, 26000,-5.0, 2.0, 0.1327,K ,L,A
 4.00, 26000,-5.0, 2.0, 0.1178,K ,L,A
 4.50, 26000,-5.0, 2.0, 0.1104,K ,L,A
 5.00, 26000,-5.0, 2.0, 0.1069,K ,L,A
 3.50, 27000,-5.0, 2.0, 0.1354,K ,L,A
 4.00, 27000,-5.0, 2.0, 0.1199,K ,L,A
 4.50, 27000,-5.0, 2.0, 0.1122,K ,L,A
 5.00, 27000,-5.0, 2.0, 0.1083,K ,L,A
 3.50, 28000,-5.0, 2.0, 0.1353,K ,L,A
 4.00, 28000,-5.0, 2.0, 0.1207,K ,L,A
 4.50, 28000,-5.0, 2.0, 0.1130,K ,L,A
 5.00, 28000,-5.0, 2.0, 0.1089,K ,L,A
 3.50, 29000,-5.0, 2.0, 0.1318,K ,L,A
 4.00, 29000,-5.0, 2.0, 0.1196,K ,L,A
 4.50, 29000,-5.0, 2.0, 0.1122,K ,L,A
 5.00, 29000,-5.0, 2.0, 0.1083,K ,L,A
 3.50, 30000,-5.0, 2.0, 0.1263,K ,L,A
 4.00, 30000,-5.0, 2.0, 0.1157,K ,L,A
 4.50, 30000,-5.0, 2.0, 0.1096,K ,L,A
 5.00, 30000,-5.0, 2.0, 0.1061,K ,L,A
 3.50, 31000,-5.0, 2.0, 0.1218,K ,L,A
 4.00, 31000,-5.0, 2.0, 0.1100,K ,L,A
 4.50, 31000,-5.0, 2.0, 0.1049,K ,L,A
 5.00, 31000,-5.0, 2.0, 0.1020,K ,L,A
 4.00, 32000,-5.0, 2.0, 0.1040,K ,L,A
 4.50, 32000,-5.0, 2.0, 0.0990,K ,L,A
 5.00, 32000,-5.0, 2.0, 0.0964,K ,L,A
 4.00, 33000,-5.0, 2.0, 0.0989,K ,L,A
 4.50, 33000,-5.0, 2.0, 0.0927,K ,L,A
 5.00, 33000,-5.0, 2.0, 0.0902,K ,L,A
 4.00, 34000,-5.0, 2.0, 0.0946,K ,L,A
 4.50, 34000,-5.0, 2.0, 0.0870,K ,L,A
 5.00, 34000,-5.0, 2.0, 0.0839,K ,L,A
 4.00, 35000,-5.0, 2.0, 0.0911,K ,L,A
 4.50, 35000,-5.0, 2.0, 0.0820,K ,L,A
 5.00, 35000,-5.0, 2.0, 0.0783,K ,L,A
 4.50, 37500,-5.0, 2.0, 0.0714,K ,L,A
 5.00, 37500,-5.0, 2.0, 0.0664,K ,L,A
 4.50, 40000,-5.0, 2.0, 0.0662,K ,L,A
 5.00, 40000,-5.0, 2.0, 0.0580,K ,L,A
 5.00, 42500,-5.0, 2.0, 0.0558,K ,L,A
 5.00, 45000,-5.0, 2.0, 0.0557,K ,L,A
 5.00, 47500,-5.0, 2.0, 0.0556,K ,L,A
 5.00, 50000,-5.0, 2.0, 0.0554,K ,L,A
 0.00,  3500,-4.5, 2.0, 0.3118,K ,L,A
 0.50,  3500,-4.5, 2.0, 0.3026,K ,L,A
 1.00,  3500,-4.5, 2.0, 0.2737,K ,L,A
 1.50,  3500,-4.5, 2.0, 0.2827,K ,L,A
 2.00,  3500,-4.5, 2.0, 0.2296,K ,L,A
 2.50,  3500,-4.5, 2.0, 0.1285,K ,L,A
 3.00,  3500,-4.5, 2.0, 0.0706,K ,L,A
 0.00,  3750,-4.5, 2.0, 0.2945,K ,L,A
 0.50,  3750,-4.5, 2.0, 0.2768,K ,L,A
 1.00,  3750,-4.5, 2.0, 0.2606,K ,L,A
 1.50,  3750,-4.5, 2.0, 0.2352,K ,L,A
 2.00,  3750,-4.5, 2.0, 0.2172,K ,L,A
 2.50,  3750,-4.5, 2.0, 0.2420,K ,L,A
 3.00,  3750,-4.5, 2.0, 0.2044,K ,L,A
 3.50,  3750,-4.5, 2.0, 0.0628,K ,L,A
 0.00,  4000,-4.5, 2.0, 0.2912,K ,L,A
 0.50,  4000,-4.5, 2.0, 0.2783,K ,L,A
 1.00,  4000,-4.5, 2.0, 0.2621,K ,L,A
 1.50,  4000,-4.5, 2.0, 0.2443,K ,L,A
 2.00,  4000,-4.5, 2.0, 0.2233,K ,L,A
 2.50,  4000,-4.5, 2.0, 0.1902,K ,L,A
 3.00,  4000,-4.5, 2.0, 0.1927,K ,L,A
 3.50,  4000,-4.5, 2.0, 0.2304,K ,L,A
 4.00,  4000,-4.5, 2.0, 0.1609,K ,L,A
 0.00,  4250,-4.5, 2.0, 0.2881,K ,L,A
 0.50,  4250,-4.5, 2.0, 0.2798,K ,L,A
 1.00,  4250,-4.5, 2.0, 0.2687,K ,L,A
 1.50,  4250,-4.5, 2.0, 0.2549,K ,L,A
 2.00,  4250,-4.5, 2.0, 0.2383,K ,L,A
 2.50,  4250,-4.5, 2.0, 0.2204,K ,L,A
 3.00,  4250,-4.5, 2.0, 0.1894,K ,L,A
 3.50,  4250,-4.5, 2.0, 0.1553,K ,L,A
 4.00,  4250,-4.5, 2.0, 0.1337,K ,L,A
 4.50,  4250,-4.5, 2.0, 0.1234,K ,L,A
 0.00,  4500,-4.5, 2.0, 0.2815,K ,L,A
 0.50,  4500,-4.5, 2.0, 0.2774,K ,L,A
 1.00,  4500,-4.5, 2.0, 0.2701,K ,L,A
 1.50,  4500,-4.5, 2.0, 0.2605,K ,L,A
 2.00,  4500,-4.5, 2.0, 0.2486,K ,L,A
 2.50,  4500,-4.5, 2.0, 0.2349,K ,L,A
 3.00,  4500,-4.5, 2.0, 0.2178,K ,L,A
 3.50,  4500,-4.5, 2.0, 0.1981,K ,L,A
 4.00,  4500,-4.5, 2.0, 0.1690,K ,L,A
 4.50,  4500,-4.5, 2.0, 0.1456,K ,L,A
 5.00,  4500,-4.5, 2.0, 0.1286,K ,L,A
 0.00,  4750,-4.5, 2.0, 0.2736,K ,L,A
 0.50,  4750,-4.5, 2.0, 0.2712,K ,L,A
 1.00,  4750,-4.5, 2.0, 0.2673,K ,L,A
 1.50,  4750,-4.5, 2.0, 0.2620,K ,L,A
 2.00,  4750,-4.5, 2.0, 0.2534,K ,L,A
