logg,Teff,Z,u,Filt,Met,Mod
0,3500,-5,0.3593,J,F,A
0.5,3500,-5,0.3097,J,F,A
1,3500,-5,0.2364,J,F,A
1.5,3500,-5,0.1953,J,F,A
2,3500,-5,0.1959,J,F,A
2.5,3500,-5,0.2314,J,F,A
3,3500,-5,0.2639,J,F,A
0,3750,-5,0.3444,J,F,A
0.5,3750,-5,0.3147,J,F,A
1,3750,-5,0.2859,J,F,A
1.5,3750,-5,0.232,J,F,A
2,3750,-5,0.1767,J,F,A
2.5,3750,-5,0.1564,J,F,A
3,3750,-5,0.1747,J,F,A
0,4000,-5,0.3407,J,F,A
0.5,4000,-5,0.318,J,F,A
1,4000,-5,0.2943,J,F,A
1.5,4000,-5,0.2707,J,F,A
2,4000,-5,0.2419,J,F,A
2.5,4000,-5,0.1883,J,F,A
3,4000,-5,0.1514,J,F,A
3.5,4000,-5,0.1389,J,F,A
0,4250,-5,0.339,J,F,A
0.5,4250,-5,0.3229,J,F,A
1,4250,-5,0.3044,J,F,A
1.5,4250,-5,0.287,J,F,A
2,4250,-5,0.2707,J,F,A
2.5,4250,-5,0.2433,J,F,A
3,4250,-5,0.2095,J,F,A
3.5,4250,-5,0.1686,J,F,A
4,4250,-5,0.1411,J,F,A
0,4500,-5,0.3351,J,F,A
0.5,4500,-5,0.3245,J,F,A
1,4500,-5,0.311,J,F,A
1.5,4500,-5,0.2961,J,F,A
2,4500,-5,0.2821,J,F,A
2.5,4500,-5,0.2665,J,F,A
3,4500,-5,0.2476,J,F,A
3.5,4500,-5,0.2142,J,F,A
4,4500,-5,0.1762,J,F,A
0,4750,-5,0.3282,J,F,A
0.5,4750,-5,0.3216,J,F,A
1,4750,-5,0.3135,J,F,A
1.5,4750,-5,0.302,J,F,A
2,4750,-5,0.2891,J,F,A
2.5,4750,-5,0.2766,J,F,A
3,4750,-5,0.2645,J,F,A
3.5,4750,-5,0.2508,J,F,A
4,4750,-5,0.2211,J,F,A
4.5,4750,-5,0.1876,J,F,A
0,5000,-5,0.3186,J,F,A
0.5,5000,-5,0.3158,J,F,A
1,5000,-5,0.3102,J,F,A
1.5,5000,-5,0.3024,J,F,A
2,5000,-5,0.2926,J,F,A
2.5,5000,-5,0.2822,J,F,A
3,5000,-5,0.2723,J,F,A
3.5,5000,-5,0.2635,J,F,A
4,5000,-5,0.2498,J,F,A
4.5,5000,-5,0.2271,J,F,A
5,5000,-5,0.2038,J,F,A
0,5250,-5,0.3065,J,F,A
0.5,5250,-5,0.3067,J,F,A
1,5250,-5,0.3039,J,F,A
1.5,5250,-5,0.2987,J,F,A
2,5250,-5,0.2917,J,F,A
2.5,5250,-5,0.2845,J,F,A
3,5250,-5,0.2763,J,F,A
3.5,5250,-5,0.2674,J,F,A
4,5250,-5,0.2609,J,F,A
4.5,5250,-5,0.2454,J,F,A
5,5250,-5,0.222,J,F,A
0,5500,-5,0.2915,J,F,A
0.5,5500,-5,0.2932,J,F,A
1,5500,-5,0.2937,J,F,A
1.5,5500,-5,0.2917,J,F,A
2,5500,-5,0.2879,J,F,A
2.5,5500,-5,0.2826,J,F,A
3,5500,-5,0.2764,J,F,A
3.5,5500,-5,0.2706,J,F,A
4,5500,-5,0.2627,J,F,A
4.5,5500,-5,0.2525,J,F,A
5,5500,-5,0.2383,J,F,A
0,5750,-5,0.3283,J,F,A
0.5,5750,-5,0.2794,J,F,A
1,5750,-5,0.2795,J,F,A
1.5,5750,-5,0.2808,J,F,A
2,5750,-5,0.2802,J,F,A
2.5,5750,-5,0.2777,J,F,A
3,5750,-5,0.2743,J,F,A
3.5,5750,-5,0.2694,J,F,A
4,5750,-5,0.2643,J,F,A
4.5,5750,-5,0.2567,J,F,A
5,5750,-5,0.2459,J,F,A
0,6000,-5,0.3211,J,F,A
0.5,6000,-5,0.3196,J,F,A
1,6000,-5,0.2755,J,F,A
1.5,6000,-5,0.2678,J,F,A
2,6000,-5,0.2693,J,F,A
2.5,6000,-5,0.2697,J,F,A
3,6000,-5,0.2688,J,F,A
3.5,6000,-5,0.2659,J,F,A
4,6000,-5,0.2638,J,F,A
4.5,6000,-5,0.2589,J,F,A
5,6000,-5,0.2504,J,F,A
0.5,6250,-5,0.3105,J,F,A
1,6250,-5,0.3106,J,F,A
1.5,6250,-5,0.2625,J,F,A
2,6250,-5,0.257,J,F,A
2.5,6250,-5,0.2596,J,F,A
3,6250,-5,0.2609,J,F,A
3.5,6250,-5,0.2607,J,F,A
4,6250,-5,0.2596,J,F,A
4.5,6250,-5,0.2557,J,F,A
5,6250,-5,0.2523,J,F,A
0.5,6500,-5,0.3023,J,F,A
1,6500,-5,0.3,J,F,A
1.5,6500,-5,0.3011,J,F,A
2,6500,-5,0.2498,J,F,A
2.5,6500,-5,0.2463,J,F,A
3,6500,-5,0.2502,J,F,A
3.5,6500,-5,0.2527,J,F,A
4,6500,-5,0.2537,J,F,A
4.5,6500,-5,0.2531,J,F,A
5,6500,-5,0.2498,J,F,A
0.5,6750,-5,0.2971,J,F,A
1,6750,-5,0.2897,J,F,A
1.5,6750,-5,0.2895,J,F,A
2,6750,-5,0.2916,J,F,A
2.5,6750,-5,0.2387,J,F,A
3,6750,-5,0.2381,J,F,A
3.5,6750,-5,0.2426,J,F,A
4,6750,-5,0.2458,J,F,A
4.5,6750,-5,0.2476,J,F,A
5,6750,-5,0.247,J,F,A
0.5,7000,-5,0.2948,J,F,A
1,7000,-5,0.2817,J,F,A
1.5,7000,-5,0.2778,J,F,A
2,7000,-5,0.2797,J,F,A
2.5,7000,-5,0.283,J,F,A
3,7000,-5,0.2302,J,F,A
3.5,7000,-5,0.2321,J,F,A
4,7000,-5,0.2366,J,F,A
4.5,7000,-5,0.2404,J,F,A
5,7000,-5,0.2412,J,F,A
1,7250,-5,0.2763,J,F,A
1.5,7250,-5,0.2681,J,F,A
2,7250,-5,0.2668,J,F,A
2.5,7250,-5,0.2711,J,F,A
3,7250,-5,0.2748,J,F,A
3.5,7250,-5,0.223,J,F,A
4,7250,-5,0.2266,J,F,A
4.5,7250,-5,0.2318,J,F,A
5,7250,-5,0.2343,J,F,A
1,7500,-5,0.2723,J,F,A
1.5,7500,-5,0.2608,J,F,A
2,7500,-5,0.2559,J,F,A
2.5,7500,-5,0.2573,J,F,A
3,7500,-5,0.2625,J,F,A
3.5,7500,-5,0.267,J,F,A
4,7500,-5,0.2212,J,F,A
4.5,7500,-5,0.2233,J,F,A
5,7500,-5,0.2263,J,F,A
1.5,7750,-5,0.2545,J,F,A
2,7750,-5,0.2475,J,F,A
2.5,7750,-5,0.2454,J,F,A
3,7750,-5,0.2491,J,F,A
3.5,7750,-5,0.2553,J,F,A
4,7750,-5,0.26,J,F,A
4.5,7750,-5,0.2152,J,F,A
5,7750,-5,0.2183,J,F,A
1.5,8000,-5,0.2493,J,F,A
2,8000,-5,0.2402,J,F,A
2.5,8000,-5,0.2365,J,F,A
3,8000,-5,0.2365,J,F,A
3.5,8000,-5,0.2421,J,F,A
4,8000,-5,0.249,J,F,A
4.5,8000,-5,0.2531,J,F,A
5,8000,-5,0.2103,J,F,A
2,8250,-5,0.2339,J,F,A
2.5,8250,-5,0.2289,J,F,A
3,8250,-5,0.2276,J,F,A
3.5,8250,-5,0.2292,J,F,A
4,8250,-5,0.2365,J,F,A
4.5,8250,-5,0.2426,J,F,A
5,8250,-5,0.206,J,F,A
1.5,8500,-5,0.2433,J,F,A
2,8500,-5,0.2287,J,F,A
2.5,8500,-5,0.2222,J,F,A
3,8500,-5,0.2198,J,F,A
3.5,8500,-5,0.2201,J,F,A
4,8500,-5,0.2232,J,F,A
4.5,8500,-5,0.2317,J,F,A
5,8500,-5,0.2367,J,F,A
2,8750,-5,0.2247,J,F,A
2.5,8750,-5,0.2165,J,F,A
3,8750,-5,0.2132,J,F,A
3.5,8750,-5,0.2127,J,F,A
4,8750,-5,0.2139,J,F,A
4.5,8750,-5,0.2187,J,F,A
5,8750,-5,0.2267,J,F,A
1.5,9000,-5,0.2431,J,F,A
2,9000,-5,0.2219,J,F,A
2.5,9000,-5,0.212,J,F,A
3,9000,-5,0.2077,J,F,A
3.5,9000,-5,0.2064,J,F,A
4,9000,-5,0.2068,J,F,A
4.5,9000,-5,0.208,J,F,A
5,9000,-5,0.2098,J,F,A
2,9250,-5,0.2199,J,F,A
2.5,9250,-5,0.2085,J,F,A
3,9250,-5,0.2032,J,F,A
3.5,9250,-5,0.2011,J,F,A
4,9250,-5,0.2008,J,F,A
4.5,9250,-5,0.2016,J,F,A
5,9250,-5,0.2027,J,F,A
2,9500,-5,0.2184,J,F,A
2.5,9500,-5,0.2055,J,F,A
3,9500,-5,0.1994,J,F,A
3.5,9500,-5,0.1967,J,F,A
4,9500,-5,0.1959,J,F,A
4.5,9500,-5,0.1961,J,F,A
5,9500,-5,0.1968,J,F,A
2,9750,-5,0.2172,J,F,A
2.5,9750,-5,0.2032,J,F,A
3,9750,-5,0.1962,J,F,A
3.5,9750,-5,0.193,J,F,A
4,9750,-5,0.1918,J,F,A
4.5,9750,-5,0.1914,J,F,A
5,9750,-5,0.1917,J,F,A
2,10000,-5,0.2161,J,F,A
2.5,10000,-5,0.2011,J,F,A
3,10000,-5,0.1934,J,F,A
3.5,10000,-5,0.1899,J,F,A
4,10000,-5,0.1883,J,F,A
4.5,10000,-5,0.1875,J,F,A
5,10000,-5,0.1873,J,F,A
2,10500,-5,0.2142,J,F,A
2.5,10500,-5,0.1974,J,F,A
3,10500,-5,0.1888,J,F,A
3.5,10500,-5,0.1844,J,F,A
4,10500,-5,0.1824,J,F,A
4.5,10500,-5,0.1813,J,F,A
5,10500,-5,0.1804,J,F,A
2.5,11000,-5,0.1942,J,F,A
3,11000,-5,0.1847,J,F,A
3.5,11000,-5,0.1799,J,F,A
4,11000,-5,0.1775,J,F,A
4.5,11000,-5,0.1763,J,F,A
5,11000,-5,0.1752,J,F,A
2.5,11500,-5,0.1914,J,F,A
3,11500,-5,0.1811,J,F,A
3.5,11500,-5,0.1758,J,F,A
4,11500,-5,0.1731,J,F,A
4.5,11500,-5,0.1717,J,F,A
5,11500,-5,0.1707,J,F,A
2.5,12000,-5,0.1891,J,F,A
3,12000,-5,0.178,J,F,A
3.5,12000,-5,0.1722,J,F,A
4,12000,-5,0.1693,J,F,A
4.5,12000,-5,0.1677,J,F,A
5,12000,-5,0.1667,J,F,A
2.5,12500,-5,0.1869,J,F,A
3,12500,-5,0.1749,J,F,A
3.5,12500,-5,0.1688,J,F,A
4,12500,-5,0.1657,J,F,A
4.5,12500,-5,0.164,J,F,A
5,12500,-5,0.163,J,F,A
2.5,13000,-5,0.1851,J,F,A
3,13000,-5,0.1724,J,F,A
3.5,13000,-5,0.1656,J,F,A
4,13000,-5,0.1622,J,F,A
4.5,13000,-5,0.1604,J,F,A
5,13000,-5,0.1595,J,F,A
2,14000,-5,0.2145,J,F,A
2.5,14000,-5,0.1829,J,F,A
3,14000,-5,0.1678,J,F,A
3.5,14000,-5,0.1603,J,F,A
4,14000,-5,0.1564,J,F,A
4.5,14000,-5,0.1543,J,F,A
5,14000,-5,0.1531,J,F,A
2.5,15000,-5,0.1817,J,F,A
3,15000,-5,0.1647,J,F,A
3.5,15000,-5,0.156,J,F,A
4,15000,-5,0.1512,J,F,A
4.5,15000,-5,0.1489,J,F,A
5,15000,-5,0.1475,J,F,A
2.5,16000,-5,0.1817,J,F,A
3,16000,-5,0.1621,J,F,A
3.5,16000,-5,0.1522,J,F,A
4,16000,-5,0.1469,J,F,A
4.5,16000,-5,0.1443,J,F,A
5,16000,-5,0.1427,J,F,A
2.5,17000,-5,0.1825,J,F,A
3,17000,-5,0.1603,J,F,A
3.5,17000,-5,0.1491,J,F,A
4,17000,-5,0.1433,J,F,A
4.5,17000,-5,0.1402,J,F,A
5,17000,-5,0.1386,J,F,A
2.5,18000,-5,0.184,J,F,A
3,18000,-5,0.1583,J,F,A
3.5,18000,-5,0.1464,J,F,A
4,18000,-5,0.1402,J,F,A
4.5,18000,-5,0.1368,J,F,A
5,18000,-5,0.1348,J,F,A
2.5,19000,-5,0.1877,J,F,A
3,19000,-5,0.1573,J,F,A
3.5,19000,-5,0.1439,J,F,A
4,19000,-5,0.1373,J,F,A
4.5,19000,-5,0.1339,J,F,A
5,19000,-5,0.1318,J,F,A
3,20000,-5,0.1566,J,F,A
3.5,20000,-5,0.1418,J,F,A
4,20000,-5,0.1345,J,F,A
4.5,20000,-5,0.1309,J,F,A
5,20000,-5,0.129,J,F,A
3,21000,-5,0.1572,J,F,A
3.5,21000,-5,0.1397,J,F,A
4,21000,-5,0.1316,J,F,A
4.5,21000,-5,0.1278,J,F,A
5,21000,-5,0.126,J,F,A
3,22000,-5,0.159,J,F,A
3.5,22000,-5,0.1389,J,F,A
4,22000,-5,0.1295,J,F,A
4.5,22000,-5,0.1253,J,F,A
5,22000,-5,0.1235,J,F,A
3,23000,-5,0.162,J,F,A
3.5,23000,-5,0.139,J,F,A
4,23000,-5,0.1282,J,F,A
4.5,23000,-5,0.1231,J,F,A
5,23000,-5,0.121,J,F,A
3,24000,-5,0.1664,J,F,A
3.5,24000,-5,0.1396,J,F,A
4,24000,-5,0.1277,J,F,A
4.5,24000,-5,0.1218,J,F,A
5,24000,-5,0.1193,J,F,A
3,25000,-5,0.1723,J,F,A
3.5,25000,-5,0.1412,J,F,A
4,25000,-5,0.1278,J,F,A
4.5,25000,-5,0.1213,J,F,A
5,25000,-5,0.1182,J,F,A
3,26000,-5,0.1773,J,F,A
3.5,26000,-5,0.1433,J,F,A
4,26000,-5,0.1284,J,F,A
4.5,26000,-5,0.1211,J,F,A
5,26000,-5,0.1176,J,F,A
3.5,27000,-5,0.1451,J,F,A
4,27000,-5,0.1293,J,F,A
4.5,27000,-5,0.1213,J,F,A
5,27000,-5,0.1174,J,F,A
3.5,28000,-5,0.1455,J,F,A
4,28000,-5,0.1298,J,F,A
4.5,28000,-5,0.1215,J,F,A
5,28000,-5,0.1171,J,F,A
3.5,29000,-5,0.1428,J,F,A
4,29000,-5,0.1292,J,F,A
4.5,29000,-5,0.1211,J,F,A
5,29000,-5,0.1166,J,F,A
3.5,30000,-5,0.1387,J,F,A
4,30000,-5,0.1267,J,F,A
4.5,30000,-5,0.1195,J,F,A
5,30000,-5,0.1154,J,F,A
3.5,31000,-5,0.1349,J,F,A
4,31000,-5,0.1226,J,F,A
4.5,31000,-5,0.1165,J,F,A
5,31000,-5,0.1129,J,F,A
4,32000,-5,0.1181,J,F,A
4.5,32000,-5,0.1124,J,F,A
5,32000,-5,0.1092,J,F,A
4,33000,-5,0.1137,J,F,A
4.5,33000,-5,0.1076,J,F,A
5,33000,-5,0.1046,J,F,A
4,34000,-5,0.1095,J,F,A
4.5,34000,-5,0.103,J,F,A
5,34000,-5,0.0999,J,F,A
4,35000,-5,0.1045,J,F,A
4.5,35000,-5,0.0983,J,F,A
5,35000,-5,0.0951,J,F,A
4.5,37500,-5,0.0847,J,F,A
5,37500,-5,0.0823,J,F,A
4.5,40000,-5,0.0745,J,F,A
5,40000,-5,0.0699,J,F,A
5,42500,-5,0.0634,J,F,A
5,45000,-5,0.061,J,F,A
5,47500,-5,0.0603,J,F,A
5,50000,-5,0.0602,J,F,A
0,3500,-4.5,0.3651,J,F,A
0.5,3500,-4.5,0.319,J,F,A
1,3500,-4.5,0.2477,J,F,A
1.5,3500,-4.5,0.2057,J,F,A
2,3500,-4.5,0.2003,J,F,A
2.5,3500,-4.5,0.221,J,F,A
3,3500,-4.5,0.2491,J,F,A
0,3750,-4.5,0.3457,J,F,A
0.5,3750,-4.5,0.317,J,F,A
1,3750,-4.5,0.2892,J,F,A
1.5,3750,-4.5,0.2388,J,F,A
2,3750,-4.5,0.1856,J,F,A
2.5,3750,-4.5,0.1654,J,F,A
3,3750,-4.5,0.1703,J,F,A
3.5,3750,-4.5,0.2237,J,F,A
0,4000,-4.5,0.3412,J,F,A
0.5,4000,-4.5,0.3189,J,F,A
1,4000,-4.5,0.2957,J,F,A
1.5,4000,-4.5,0.2734,J,F,A
2,4000,-4.5,0.2442,J,F,A
2.5,4000,-4.5,0.1934,J,F,A
3,4000,-4.5,0.1589,J,F,A
3.5,4000,-4.5,0.1473,J,F,A
4,4000,-4.5,0.1647,J,F,A
0,4250,-4.5,0.3393,J,F,A
0.5,4250,-4.5,0.3233,J,F,A
1,4250,-4.5,0.3049,J,F,A
1.5,4250,-4.5,0.2875,J,F,A
2,4250,-4.5,0.2703,J,F,A
2.5,4250,-4.5,0.2508,J,F,A
3,4250,-4.5,0.2113,J,F,A
3.5,4250,-4.5,0.1724,J,F,A
4,4250,-4.5,0.1478,J,F,A
4.5,4250,-4.5,0.1365,J,F,A
0,4500,-4.5,0.3352,J,F,A
0.5,4500,-4.5,0.3248,J,F,A
1,4500,-4.5,0.3114,J,F,A
1.5,4500,-4.5,0.2963,J,F,A
2,4500,-4.5,0.2815,J,F,A
2.5,4500,-4.5,0.2671,J,F,A
3,4500,-4.5,0.2484,J,F,A
3.5,4500,-4.5,0.223,J,F,A
4,4500,-4.5,0.1875,J,F,A
4.5,4500,-4.5,0.1602,J,F,A
5,4500,-4.5,0.1401,J,F,A
0,4750,-4.5,0.3285,J,F,A
0.5,4750,-4.5,0.322,J,F,A
1,4750,-4.5,0.3133,J,F,A
1.5,4750,-4.5,0.3022,J,F,A
2,4750,-4.5,0.2891,J,F,A
2.5,4750,-4.5,0.2769,J,F,A
3,4750,-4.5,0.2646,J,F,A
3.5,4750,-4.5,0.249,J,F,A
4,4750,-4.5,0.2221,J,F,A
4.5,4750,-4.5,0.198,J,F,A
5,4750,-4.5,0.1721,J,F,A
0,5000,-4.5,0.3185,J,F,A
0.5,5000,-4.5,0.3159,J,F,A
1,5000,-4.5,0.3102,J,F,A
1.5,5000,-4.5,0.3024,J,F,A
2,5000,-4.5,0.2928,J,F,A
2.5,5000,-4.5,0.2827,J,F,A
3,5000,-4.5,0.2724,J,F,A
3.5,5000,-4.5,0.2617,J,F,A
4,5000,-4.5,0.2463,J,F,A
4.5,5000,-4.5,0.2249,J,F,A
5,5000,-4.5,0.196,J,F,A
0,5250,-4.5,0.3064,J,F,A
0.5,5250,-4.5,0.3062,J,F,A
1,5250,-4.5,0.3041,J,F,A
1.5,5250,-4.5,0.2987,J,F,A
2,5250,-4.5,0.2919,J,F,A
2.5,5250,-4.5,0.2844,J,F,A
3,5250,-4.5,0.2765,J,F,A
3.5,5250,-4.5,0.2679,J,F,A
4,5250,-4.5,0.2572,J,F,A
4.5,5250,-4.5,0.2425,J,F,A
5,5250,-4.5,0.2222,J,F,A
0,5500,-4.5,0.2914,J,F,A
0.5,5500,-4.5,0.2932,J,F,A
1,5500,-4.5,0.2937,J,F,A
1.5,5500,-4.5,0.2921,J,F,A
2,5500,-4.5,0.2879,J,F,A
2.5,5500,-4.5,0.2827,J,F,A
3,5500,-4.5,0.2763,J,F,A
3.5,5500,-4.5,0.2707,J,F,A
4,5500,-4.5,0.2628,J,F,A
4.5,5500,-4.5,0.2521,J,F,A
5,5500,-4.5,0.2378,J,F,A
0,5750,-4.5,0.3283,J,F,A
0.5,5750,-4.5,0.2795,J,F,A
1,5750,-4.5,0.2797,J,F,A
1.5,5750,-4.5,0.2812,J,F,A
2,5750,-4.5,0.2803,J,F,A
2.5,5750,-4.5,0.2778,J,F,A
3,5750,-4.5,0.2747,J,F,A
3.5,5750,-4.5,0.2698,J,F,A
4,5750,-4.5,0.266,J,F,A
4.5,5750,-4.5,0.2569,J,F,A
5,5750,-4.5,0.2462,J,F,A
0,6000,-4.5,0.3213,J,F,A
0.5,6000,-4.5,0.3195,J,F,A
1,6000,-4.5,0.268,J,F,A
1.5,6000,-4.5,0.2676,J,F,A
2,6000,-4.5,0.2693,J,F,A
2.5,6000,-4.5,0.2693,J,F,A
3,6000,-4.5,0.2685,J,F,A
3.5,6000,-4.5,0.2653,J,F,A
4,6000,-4.5,0.2622,J,F,A
4.5,6000,-4.5,0.2589,J,F,A
5,6000,-4.5,0.2465,J,F,A
0.5,6250,-4.5,0.3105,J,F,A
1,6250,-4.5,0.3106,J,F,A
1.5,6250,-4.5,0.2614,J,F,A
2,6250,-4.5,0.2567,J,F,A
2.5,6250,-4.5,0.2596,J,F,A
3,6250,-4.5,0.2609,J,F,A
3.5,6250,-4.5,0.2607,J,F,A
4,6250,-4.5,0.2597,J,F,A
4.5,6250,-4.5,0.2558,J,F,A
5,6250,-4.5,0.2496,J,F,A
0.5,6500,-4.5,0.3023,J,F,A
1,6500,-4.5,0.3,J,F,A
1.5,6500,-4.5,0.3009,J,F,A
2,6500,-4.5,0.2493,J,F,A
2.5,6500,-4.5,0.246,J,F,A
3,6500,-4.5,0.2501,J,F,A
3.5,6500,-4.5,0.2527,J,F,A
4,6500,-4.5,0.2538,J,F,A
4.5,6500,-4.5,0.2532,J,F,A
5,6500,-4.5,0.2499,J,F,A
0.5,6750,-4.5,0.2971,J,F,A
1,6750,-4.5,0.2896,J,F,A
1.5,6750,-4.5,0.2893,J,F,A
2,6750,-4.5,0.2917,J,F,A
2.5,6750,-4.5,0.2386,J,F,A
3,6750,-4.5,0.2381,J,F,A
3.5,6750,-4.5,0.2426,J,F,A
4,6750,-4.5,0.2458,J,F,A
4.5,6750,-4.5,0.2476,J,F,A
5,6750,-4.5,0.247,J,F,A
0.5,7000,-4.5,0.2948,J,F,A
1,7000,-4.5,0.2817,J,F,A
1.5,7000,-4.5,0.2778,J,F,A
2,7000,-4.5,0.2798,J,F,A
2.5,7000,-4.5,0.283,J,F,A
3,7000,-4.5,0.2301,J,F,A
3.5,7000,-4.5,0.2321,J,F,A
4,7000,-4.5,0.2365,J,F,A
4.5,7000,-4.5,0.2403,J,F,A
5,7000,-4.5,0.2417,J,F,A
1,7250,-4.5,0.2764,J,F,A
1.5,7250,-4.5,0.268,J,F,A
2,7250,-4.5,0.2668,J,F,A
2.5,7250,-4.5,0.271,J,F,A
3,7250,-4.5,0.2747,J,F,A
3.5,7250,-4.5,0.2225,J,F,A
4,7250,-4.5,0.2269,J,F,A
4.5,7250,-4.5,0.2318,J,F,A
5,7250,-4.5,0.2343,J,F,A
1,7500,-4.5,0.2723,J,F,A
1.5,7500,-4.5,0.2608,J,F,A
2,7500,-4.5,0.2559,J,F,A
2.5,7500,-4.5,0.2573,J,F,A
3,7500,-4.5,0.2625,J,F,A
3.5,7500,-4.5,0.267,J,F,A
4,7500,-4.5,0.2211,J,F,A
4.5,7500,-4.5,0.2229,J,F,A
5,7500,-4.5,0.2262,J,F,A
1.5,7750,-4.5,0.2544,J,F,A
2,7750,-4.5,0.2475,J,F,A
2.5,7750,-4.5,0.2453,J,F,A
3,7750,-4.5,0.249,J,F,A
3.5,7750,-4.5,0.2551,J,F,A
4,7750,-4.5,0.2598,J,F,A
4.5,7750,-4.5,0.2152,J,F,A
5,7750,-4.5,0.2183,J,F,A
1.5,8000,-4.5,0.2493,J,F,A
2,8000,-4.5,0.2402,J,F,A
2.5,8000,-4.5,0.2365,J,F,A
3,8000,-4.5,0.2365,J,F,A
3.5,8000,-4.5,0.242,J,F,A
4,8000,-4.5,0.249,J,F,A
4.5,8000,-4.5,0.253,J,F,A
5,8000,-4.5,0.2103,J,F,A
2,8250,-4.5,0.2339,J,F,A
2.5,8250,-4.5,0.2288,J,F,A
3,8250,-4.5,0.2275,J,F,A
3.5,8250,-4.5,0.2291,J,F,A
4,8250,-4.5,0.2364,J,F,A
4.5,8250,-4.5,0.2426,J,F,A
5,8250,-4.5,0.206,J,F,A
1.5,8500,-4.5,0.2433,J,F,A
2,8500,-4.5,0.2287,J,F,A
2.5,8500,-4.5,0.2221,J,F,A
3,8500,-4.5,0.2198,J,F,A
3.5,8500,-4.5,0.2201,J,F,A
4,8500,-4.5,0.2231,J,F,A
4.5,8500,-4.5,0.2316,J,F,A
5,8500,-4.5,0.2366,J,F,A
2,8750,-4.5,0.2247,J,F,A
2.5,8750,-4.5,0.2164,J,F,A
3,8750,-4.5,0.2131,J,F,A
3.5,8750,-4.5,0.2127,J,F,A
4,8750,-4.5,0.2139,J,F,A
4.5,8750,-4.5,0.2187,J,F,A
5,8750,-4.5,0.2266,J,F,A
1.5,9000,-4.5,0.2431,J,F,A
2,9000,-4.5,0.2219,J,F,A
2.5,9000,-4.5,0.212,J,F,A
3,9000,-4.5,0.2077,J,F,A
3.5,9000,-4.5,0.2063,J,F,A
4,9000,-4.5,0.2067,J,F,A
4.5,9000,-4.5,0.2079,J,F,A
5,9000,-4.5,0.2097,J,F,A
2,9250,-4.5,0.2199,J,F,A
2.5,9250,-4.5,0.2085,J,F,A
3,9250,-4.5,0.2032,J,F,A
3.5,9250,-4.5,0.201,J,F,A
4,9250,-4.5,0.2008,J,F,A
4.5,9250,-4.5,0.2015,J,F,A
5,9250,-4.5,0.2026,J,F,A
2,9500,-4.5,0.2184,J,F,A
2.5,9500,-4.5,0.2055,J,F,A
3,9500,-4.5,0.1994,J,F,A
3.5,9500,-4.5,0.1967,J,F,A
4,9500,-4.5,0.1958,J,F,A
4.5,9500,-4.5,0.196,J,F,A
5,9500,-4.5,0.1967,J,F,A
2,9750,-4.5,0.2172,J,F,A
2.5,9750,-4.5,0.2032,J,F,A
3,9750,-4.5,0.1961,J,F,A
3.5,9750,-4.5,0.193,J,F,A
4,9750,-4.5,0.1918,J,F,A
4.5,9750,-4.5,0.1914,J,F,A
5,9750,-4.5,0.1916,J,F,A
2,10000,-4.5,0.2161,J,F,A
2.5,10000,-4.5,0.2011,J,F,A
3,10000,-4.5,0.1934,J,F,A
3.5,10000,-4.5,0.1898,J,F,A
4,10000,-4.5,0.1883,J,F,A
4.5,10000,-4.5,0.1875,J,F,A
5,10000,-4.5,0.1872,J,F,A
2,10500,-4.5,0.2141,J,F,A
2.5,10500,-4.5,0.1975,J,F,A
3,10500,-4.5,0.1887,J,F,A
3.5,10500,-4.5,0.1844,J,F,A
4,10500,-4.5,0.1824,J,F,A
4.5,10500,-4.5,0.1812,J,F,A
5,10500,-4.5,0.1804,J,F,A
2.5,11000,-4.5,0.1942,J,F,A
3,11000,-4.5,0.1848,J,F,A
3.5,11000,-4.5,0.1799,J,F,A
4,11000,-4.5,0.1775,J,F,A
4.5,11000,-4.5,0.1762,J,F,A
5,11000,-4.5,0.1752,J,F,A
2.5,11500,-4.5,0.1914,J,F,A
3,11500,-4.5,0.1811,J,F,A
3.5,11500,-4.5,0.1759,J,F,A
4,11500,-4.5,0.1731,J,F,A
4.5,11500,-4.5,0.1717,J,F,A
5,11500,-4.5,0.1707,J,F,A
2.5,12000,-4.5,0.1889,J,F,A
3,12000,-4.5,0.1779,J,F,A
3.5,12000,-4.5,0.1722,J,F,A
4,12000,-4.5,0.1692,J,F,A
4.5,12000,-4.5,0.1676,J,F,A
5,12000,-4.5,0.1666,J,F,A
2.5,12500,-4.5,0.1868,J,F,A
3,12500,-4.5,0.1749,J,F,A
3.5,12500,-4.5,0.1687,J,F,A
4,12500,-4.5,0.1656,J,F,A
4.5,12500,-4.5,0.164,J,F,A
5,12500,-4.5,0.163,J,F,A
2.5,13000,-4.5,0.1851,J,F,A
3,13000,-4.5,0.1722,J,F,A
3.5,13000,-4.5,0.1657,J,F,A
4,13000,-4.5,0.1623,J,F,A
4.5,13000,-4.5,0.1605,J,F,A
5,13000,-4.5,0.1594,J,F,A
2,14000,-4.5,0.2147,J,F,A
2.5,14000,-4.5,0.1828,J,F,A
3,14000,-4.5,0.1681,J,F,A
3.5,14000,-4.5,0.1603,J,F,A
4,14000,-4.5,0.1563,J,F,A
4.5,14000,-4.5,0.1543,J,F,A
5,14000,-4.5,0.1531,J,F,A
2.5,15000,-4.5,0.1818,J,F,A
3,15000,-4.5,0.1645,J,F,A
