logg,Teff,Z,xi,u,Filt,Met,Mod
4.5,18000,-3,2,0.1649,J ,L,A
5,18000,-3,2,0.1622,J ,L,A
2.5,19000,-3,2,0.2431,J ,L,A
3,19000,-3,2,0.1994,J ,L,A
3.5,19000,-3,2,0.1785,J ,L,A
4,19000,-3,2,0.1676,J ,L,A
4.5,19000,-3,2,0.1618,J ,L,A
5,19000,-3,2,0.1588,J ,L,A
3,20000,-3,2,0.2003,J ,L,A
3.5,20000,-3,2,0.1769,J ,L,A
4,20000,-3,2,0.165,J ,L,A
4.5,20000,-3,2,0.159,J ,L,A
5,20000,-3,2,0.1559,J ,L,A
3,21000,-3,2,0.2025,J ,L,A
3.5,21000,-3,2,0.1759,J ,L,A
4,21000,-3,2,0.1628,J ,L,A
4.5,21000,-3,2,0.1563,J ,L,A
5,21000,-3,2,0.1533,J ,L,A
3,22000,-3,2,0.2059,J ,L,A
3.5,22000,-3,2,0.1762,J ,L,A
4,22000,-3,2,0.1614,J ,L,A
4.5,22000,-3,2,0.1541,J ,L,A
5,22000,-3,2,0.151,J ,L,A
3,23000,-3,2,0.2106,J ,L,A
3.5,23000,-3,2,0.1775,J ,L,A
4,23000,-3,2,0.1609,J ,L,A
4.5,23000,-3,2,0.1528,J ,L,A
5,23000,-3,2,0.1491,J ,L,A
3,24000,-3,2,0.2166,J ,L,A
3.5,24000,-3,2,0.1794,J ,L,A
4,24000,-3,2,0.1614,J ,L,A
4.5,24000,-3,2,0.1522,J ,L,A
5,24000,-3,2,0.148,J ,L,A
3,25000,-3,2,0.2244,J ,L,A
3.5,25000,-3,2,0.1821,J ,L,A
4,25000,-3,2,0.1625,J ,L,A
4.5,25000,-3,2,0.1525,J ,L,A
5,25000,-3,2,0.1475,J ,L,A
3,26000,-3,2,0.2321,J ,L,A
3.5,26000,-3,2,0.1854,J ,L,A
4,26000,-3,2,0.164,J ,L,A
4.5,26000,-3,2,0.1532,J ,L,A
5,26000,-3,2,0.1477,J ,L,A
3,27000,-3,2,0.2347,J ,L,A
3.5,27000,-3,2,0.1885,J ,L,A
4,27000,-3,2,0.1656,J ,L,A
4.5,27000,-3,2,0.154,J ,L,A
5,27000,-3,2,0.1481,J ,L,A
3.5,28000,-3,2,0.1901,J ,L,A
4,28000,-3,2,0.1667,J ,L,A
4.5,28000,-3,2,0.1545,J ,L,A
5,28000,-3,2,0.1482,J ,L,A
3.5,29000,-3,2,0.1885,J ,L,A
4,29000,-3,2,0.1665,J ,L,A
4.5,29000,-3,2,0.1542,J ,L,A
5,29000,-3,2,0.1476,J ,L,A
3.5,30000,-3,2,0.185,J ,L,A
4,30000,-3,2,0.1641,J ,L,A
4.5,30000,-3,2,0.1524,J ,L,A
5,30000,-3,2,0.1459,J ,L,A
3.5,31000,-3,2,0.182,J ,L,A
4,31000,-3,2,0.1597,J ,L,A
4.5,31000,-3,2,0.1487,J ,L,A
5,31000,-3,2,0.1425,J ,L,A
4,32000,-3,2,0.1546,J ,L,A
4.5,32000,-3,2,0.1437,J ,L,A
5,32000,-3,2,0.1377,J ,L,A
4,33000,-3,2,0.15,J ,L,A
4.5,33000,-3,2,0.1379,J ,L,A
5,33000,-3,2,0.1319,J ,L,A
4,34000,-3,2,0.1458,J ,L,A
4.5,34000,-3,2,0.1323,J ,L,A
5,34000,-3,2,0.1258,J ,L,A
4,35000,-3,2,0.1411,J ,L,A
4.5,35000,-3,2,0.127,J ,L,A
5,35000,-3,2,0.1198,J ,L,A
4.5,37500,-3,2,0.1127,J ,L,A
5,37500,-3,2,0.1048,J ,L,A
4.5,40000,-3,2,0.1031,J ,L,A
5,40000,-3,2,0.0919,J ,L,A
5,42500,-3,2,0.0859,J ,L,A
5,45000,-3,2,0.0841,J ,L,A
5,47500,-3,2,0.0838,J ,L,A
5,50000,-3,2,0.0839,J ,L,A
0,3500,-2.5,2,0.522,J ,L,A
0.5,3500,-2.5,2,0.5136,J ,L,A
1,3500,-2.5,2,0.4776,J ,L,A
1.5,3500,-2.5,2,0.3999,J ,L,A
2,3500,-2.5,2,0.332,J ,L,A
2.5,3500,-2.5,2,0.2952,J ,L,A
3,3500,-2.5,2,0.2884,J ,L,A
3.5,3500,-2.5,2,0.2903,J ,L,A
4,3500,-2.5,2,0.3014,J ,L,A
0,3750,-2.5,2,0.4853,J ,L,A
0.5,3750,-2.5,2,0.4804,J ,L,A
1,3750,-2.5,2,0.4761,J ,L,A
1.5,3750,-2.5,2,0.4645,J ,L,A
2,3750,-2.5,2,0.4208,J ,L,A
2.5,3750,-2.5,2,0.3549,J ,L,A
3,3750,-2.5,2,0.3054,J ,L,A
3.5,3750,-2.5,2,0.2831,J ,L,A
4,3750,-2.5,2,0.2751,J ,L,A
4.5,3750,-2.5,2,0.2798,J ,L,A
0,4000,-2.5,2,0.4449,J ,L,A
0.5,4000,-2.5,2,0.4407,J ,L,A
1,4000,-2.5,2,0.4383,J ,L,A
1.5,4000,-2.5,2,0.4367,J ,L,A
2,4000,-2.5,2,0.4319,J ,L,A
2.5,4000,-2.5,2,0.4076,J ,L,A
3,4000,-2.5,2,0.3596,J ,L,A
3.5,4000,-2.5,2,0.3136,J ,L,A
4,4000,-2.5,2,0.2822,J ,L,A
4.5,4000,-2.5,2,0.2654,J ,L,A
0,4250,-2.5,2,0.4129,J ,L,A
0.5,4250,-2.5,2,0.4066,J ,L,A
1,4250,-2.5,2,0.4019,J ,L,A
1.5,4250,-2.5,2,0.3995,J ,L,A
2,4250,-2.5,2,0.3992,J ,L,A
2.5,4250,-2.5,2,0.3961,J ,L,A
3,4250,-2.5,2,0.3786,J ,L,A
3.5,4250,-2.5,2,0.3447,J ,L,A
4,4250,-2.5,2,0.3082,J ,L,A
4.5,4250,-2.5,2,0.2816,J ,L,A
5,4250,-2.5,2,0.2674,J ,L,A
0,4500,-2.5,2,0.3966,J ,L,A
0.5,4500,-2.5,2,0.3886,J ,L,A
1,4500,-2.5,2,0.3813,J ,L,A
1.5,4500,-2.5,2,0.3748,J ,L,A
2,4500,-2.5,2,0.3711,J ,L,A
2.5,4500,-2.5,2,0.3682,J ,L,A
3,4500,-2.5,2,0.3643,J ,L,A
3.5,4500,-2.5,2,0.3512,J ,L,A
4,4500,-2.5,2,0.323,J ,L,A
4.5,4500,-2.5,2,0.2943,J ,L,A
5,4500,-2.5,2,0.2693,J ,L,A
0,4750,-2.5,2,0.3858,J ,L,A
0.5,4750,-2.5,2,0.3801,J ,L,A
1,4750,-2.5,2,0.3728,J ,L,A
1.5,4750,-2.5,2,0.3651,J ,L,A
2,4750,-2.5,2,0.3576,J ,L,A
2.5,4750,-2.5,2,0.3524,J ,L,A
3,4750,-2.5,2,0.3467,J ,L,A
3.5,4750,-2.5,2,0.3403,J ,L,A
4,4750,-2.5,2,0.3303,J ,L,A
4.5,4750,-2.5,2,0.3033,J ,L,A
5,4750,-2.5,2,0.2792,J ,L,A
0,5000,-2.5,2,0.3753,J ,L,A
0.5,5000,-2.5,2,0.3718,J ,L,A
1,5000,-2.5,2,0.3666,J ,L,A
1.5,5000,-2.5,2,0.3602,J ,L,A
2,5000,-2.5,2,0.3534,J ,L,A
2.5,5000,-2.5,2,0.3462,J ,L,A
3,5000,-2.5,2,0.3403,J ,L,A
3.5,5000,-2.5,2,0.3331,J ,L,A
4,5000,-2.5,2,0.3235,J ,L,A
4.5,5000,-2.5,2,0.3106,J ,L,A
5,5000,-2.5,2,0.2903,J ,L,A
0,5250,-2.5,2,0.3627,J ,L,A
0.5,5250,-2.5,2,0.3615,J ,L,A
1,5250,-2.5,2,0.3589,J ,L,A
1.5,5250,-2.5,2,0.3553,J ,L,A
2,5250,-2.5,2,0.3501,J ,L,A
2.5,5250,-2.5,2,0.3449,J ,L,A
3,5250,-2.5,2,0.3389,J ,L,A
3.5,5250,-2.5,2,0.3333,J ,L,A
4,5250,-2.5,2,0.3251,J ,L,A
4.5,5250,-2.5,2,0.3138,J ,L,A
5,5250,-2.5,2,0.2989,J ,L,A
0,5500,-2.5,2,0.3493,J ,L,A
0.5,5500,-2.5,2,0.3491,J ,L,A
1,5500,-2.5,2,0.3491,J ,L,A
1.5,5500,-2.5,2,0.3472,J ,L,A
2,5500,-2.5,2,0.3444,J ,L,A
2.5,5500,-2.5,2,0.3406,J ,L,A
3,5500,-2.5,2,0.3373,J ,L,A
3.5,5500,-2.5,2,0.3327,J ,L,A
4,5500,-2.5,2,0.3268,J ,L,A
4.5,5500,-2.5,2,0.3176,J ,L,A
5,5500,-2.5,2,0.3058,J ,L,A
0,5750,-2.5,2,0.3628,J ,L,A
0.5,5750,-2.5,2,0.3351,J ,L,A
1,5750,-2.5,2,0.3362,J ,L,A
1.5,5750,-2.5,2,0.3369,J ,L,A
2,5750,-2.5,2,0.3363,J ,L,A
2.5,5750,-2.5,2,0.335,J ,L,A
3,5750,-2.5,2,0.333,J ,L,A
3.5,5750,-2.5,2,0.3308,J ,L,A
4,5750,-2.5,2,0.3274,J ,L,A
4.5,5750,-2.5,2,0.3196,J ,L,A
5,5750,-2.5,2,0.3102,J ,L,A
0,6000,-2.5,2,0.3673,J ,L,A
0.5,6000,-2.5,2,0.3515,J ,L,A
1,6000,-2.5,2,0.3254,J ,L,A
1.5,6000,-2.5,2,0.3243,J ,L,A
2,6000,-2.5,2,0.3259,J ,L,A
2.5,6000,-2.5,2,0.3266,J ,L,A
3,6000,-2.5,2,0.3271,J ,L,A
3.5,6000,-2.5,2,0.3254,J ,L,A
4,6000,-2.5,2,0.3238,J ,L,A
4.5,6000,-2.5,2,0.3197,J ,L,A
5,6000,-2.5,2,0.3124,J ,L,A
0.5,6250,-2.5,2,0.3532,J ,L,A
1,6250,-2.5,2,0.3371,J ,L,A
1.5,6250,-2.5,2,0.3135,J ,L,A
2,6250,-2.5,2,0.3139,J ,L,A
2.5,6250,-2.5,2,0.3166,J ,L,A
3,6250,-2.5,2,0.3184,J ,L,A
3.5,6250,-2.5,2,0.3195,J ,L,A
4,6250,-2.5,2,0.3191,J ,L,A
4.5,6250,-2.5,2,0.3171,J ,L,A
5,6250,-2.5,2,0.312,J ,L,A
0.5,6500,-2.5,2,0.3552,J ,L,A
1,6500,-2.5,2,0.3399,J ,L,A
1.5,6500,-2.5,2,0.3224,J ,L,A
2,6500,-2.5,2,0.3018,J ,L,A
2.5,6500,-2.5,2,0.3038,J ,L,A
3,6500,-2.5,2,0.3076,J ,L,A
3.5,6500,-2.5,2,0.3109,J ,L,A
4,6500,-2.5,2,0.3122,J ,L,A
4.5,6500,-2.5,2,0.3128,J ,L,A
5,6500,-2.5,2,0.3102,J ,L,A
0.5,6750,-2.5,2,0.355,J ,L,A
1,6750,-2.5,2,0.3404,J ,L,A
1.5,6750,-2.5,2,0.3267,J ,L,A
2,6750,-2.5,2,0.309,J ,L,A
2.5,6750,-2.5,2,0.2904,J ,L,A
3,6750,-2.5,2,0.2963,J ,L,A
3.5,6750,-2.5,2,0.3008,J ,L,A
4,6750,-2.5,2,0.3037,J ,L,A
4.5,6750,-2.5,2,0.3064,J ,L,A
5,6750,-2.5,2,0.3058,J ,L,A
0.5,7000,-2.5,2,0.3563,J ,L,A
1,7000,-2.5,2,0.3367,J ,L,A
1.5,7000,-2.5,2,0.3264,J ,L,A
2,7000,-2.5,2,0.3133,J ,L,A
2.5,7000,-2.5,2,0.2953,J ,L,A
3,7000,-2.5,2,0.284,J ,L,A
3.5,7000,-2.5,2,0.2904,J ,L,A
4,7000,-2.5,2,0.2942,J ,L,A
4.5,7000,-2.5,2,0.2985,J ,L,A
5,7000,-2.5,2,0.2997,J ,L,A
0.5,7250,-2.5,2,0.3592,J ,L,A
1,7250,-2.5,2,0.3341,J ,L,A
1.5,7250,-2.5,2,0.3202,J ,L,A
2,7250,-2.5,2,0.3133,J ,L,A
2.5,7250,-2.5,2,0.3008,J ,L,A
3,7250,-2.5,2,0.2827,J ,L,A
3.5,7250,-2.5,2,0.2772,J ,L,A
4,7250,-2.5,2,0.2844,J ,L,A
4.5,7250,-2.5,2,0.2895,J ,L,A
5,7250,-2.5,2,0.2923,J ,L,A
0.5,7500,-2.5,2,0.3649,J ,L,A
1,7500,-2.5,2,0.3327,J ,L,A
1.5,7500,-2.5,2,0.3148,J ,L,A
2,7500,-2.5,2,0.3053,J ,L,A
2.5,7500,-2.5,2,0.3015,J ,L,A
3,7500,-2.5,2,0.289,J ,L,A
3.5,7500,-2.5,2,0.2744,J ,L,A
4,7500,-2.5,2,0.2757,J ,L,A
4.5,7500,-2.5,2,0.28,J ,L,A
5,7500,-2.5,2,0.2838,J ,L,A
1,7750,-2.5,2,0.3321,J ,L,A
1.5,7750,-2.5,2,0.3101,J ,L,A
2,7750,-2.5,2,0.2979,J ,L,A
2.5,7750,-2.5,2,0.2922,J ,L,A
3,7750,-2.5,2,0.291,J ,L,A
3.5,7750,-2.5,2,0.2783,J ,L,A
4,7750,-2.5,2,0.2662,J ,L,A
4.5,7750,-2.5,2,0.2717,J ,L,A
5,7750,-2.5,2,0.2752,J ,L,A
1.5,8000,-2.5,2,0.3064,J ,L,A
2,8000,-2.5,2,0.2915,J ,L,A
2.5,8000,-2.5,2,0.2838,J ,L,A
3,8000,-2.5,2,0.2812,J ,L,A
3.5,8000,-2.5,2,0.2815,J ,L,A
4,8000,-2.5,2,0.2691,J ,L,A
4.5,8000,-2.5,2,0.26,J ,L,A
5,8000,-2.5,2,0.2664,J ,L,A
1.5,8250,-2.5,2,0.3036,J ,L,A
2,8250,-2.5,2,0.2858,J ,L,A
2.5,8250,-2.5,2,0.2764,J ,L,A
3,8250,-2.5,2,0.2723,J ,L,A
3.5,8250,-2.5,2,0.2719,J ,L,A
4,8250,-2.5,2,0.2728,J ,L,A
4.5,8250,-2.5,2,0.2619,J ,L,A
5,8250,-2.5,2,0.2559,J ,L,A
1.5,8500,-2.5,2,0.3022,J ,L,A
2,8500,-2.5,2,0.2808,J ,L,A
2.5,8500,-2.5,2,0.2696,J ,L,A
3,8500,-2.5,2,0.2643,J ,L,A
3.5,8500,-2.5,2,0.2628,J ,L,A
4,8500,-2.5,2,0.2647,J ,L,A
4.5,8500,-2.5,2,0.2644,J ,L,A
5,8500,-2.5,2,0.2547,J ,L,A
2,8750,-2.5,2,0.2769,J ,L,A
2.5,8750,-2.5,2,0.2636,J ,L,A
3,8750,-2.5,2,0.2571,J ,L,A
3.5,8750,-2.5,2,0.2549,J ,L,A
4,8750,-2.5,2,0.2551,J ,L,A
4.5,8750,-2.5,2,0.2589,J ,L,A
5,8750,-2.5,2,0.2549,J ,L,A
2,9000,-2.5,2,0.2742,J ,L,A
2.5,9000,-2.5,2,0.2587,J ,L,A
3,9000,-2.5,2,0.2509,J ,L,A
3.5,9000,-2.5,2,0.2477,J ,L,A
4,9000,-2.5,2,0.2472,J ,L,A
4.5,9000,-2.5,2,0.2479,J ,L,A
5,9000,-2.5,2,0.2493,J ,L,A
2,9250,-2.5,2,0.2725,J ,L,A
2.5,9250,-2.5,2,0.2549,J ,L,A
3,9250,-2.5,2,0.2457,J ,L,A
3.5,9250,-2.5,2,0.2416,J ,L,A
4,9250,-2.5,2,0.2404,J ,L,A
4.5,9250,-2.5,2,0.2408,J ,L,A
5,9250,-2.5,2,0.2417,J ,L,A
2,9500,-2.5,2,0.2712,J ,L,A
2.5,9500,-2.5,2,0.2518,J ,L,A
3,9500,-2.5,2,0.2415,J ,L,A
3.5,9500,-2.5,2,0.2365,J ,L,A
4,9500,-2.5,2,0.2347,J ,L,A
4.5,9500,-2.5,2,0.2346,J ,L,A
5,9500,-2.5,2,0.2352,J ,L,A
2,9750,-2.5,2,0.2702,J ,L,A
2.5,9750,-2.5,2,0.2493,J ,L,A
3,9750,-2.5,2,0.238,J ,L,A
3.5,9750,-2.5,2,0.2323,J ,L,A
4,9750,-2.5,2,0.2298,J ,L,A
4.5,9750,-2.5,2,0.2292,J ,L,A
5,9750,-2.5,2,0.2294,J ,L,A
2,10000,-2.5,2,0.2693,J ,L,A
2.5,10000,-2.5,2,0.2472,J ,L,A
3,10000,-2.5,2,0.2349,J ,L,A
3.5,10000,-2.5,2,0.2287,J ,L,A
4,10000,-2.5,2,0.2258,J ,L,A
4.5,10000,-2.5,2,0.2246,J ,L,A
5,10000,-2.5,2,0.2244,J ,L,A
2,10500,-2.5,2,0.2676,J ,L,A
2.5,10500,-2.5,2,0.2432,J ,L,A
3,10500,-2.5,2,0.2297,J ,L,A
3.5,10500,-2.5,2,0.2225,J ,L,A
4,10500,-2.5,2,0.2189,J ,L,A
4.5,10500,-2.5,2,0.2172,J ,L,A
5,10500,-2.5,2,0.2163,J ,L,A
2.5,11000,-2.5,2,0.2397,J ,L,A
3,11000,-2.5,2,0.225,J ,L,A
3.5,11000,-2.5,2,0.2171,J ,L,A
4,11000,-2.5,2,0.2131,J ,L,A
4.5,11000,-2.5,2,0.2112,J ,L,A
5,11000,-2.5,2,0.2101,J ,L,A
2.5,11500,-2.5,2,0.2365,J ,L,A
3,11500,-2.5,2,0.2207,J ,L,A
3.5,11500,-2.5,2,0.2123,J ,L,A
4,11500,-2.5,2,0.2079,J ,L,A
4.5,11500,-2.5,2,0.2058,J ,L,A
5,11500,-2.5,2,0.2046,J ,L,A
2.5,12000,-2.5,2,0.2337,J ,L,A
3,12000,-2.5,2,0.2168,J ,L,A
3.5,12000,-2.5,2,0.2078,J ,L,A
4,12000,-2.5,2,0.2031,J ,L,A
4.5,12000,-2.5,2,0.2008,J ,L,A
5,12000,-2.5,2,0.1997,J ,L,A
2.5,12500,-2.5,2,0.2315,J ,L,A
3,12500,-2.5,2,0.2133,J ,L,A
3.5,12500,-2.5,2,0.2035,J ,L,A
4,12500,-2.5,2,0.1986,J ,L,A
4.5,12500,-2.5,2,0.1962,J ,L,A
5,12500,-2.5,2,0.1951,J ,L,A
2.5,13000,-2.5,2,0.2299,J ,L,A
3,13000,-2.5,2,0.2103,J ,L,A
3.5,13000,-2.5,2,0.1999,J ,L,A
4,13000,-2.5,2,0.1944,J ,L,A
4.5,13000,-2.5,2,0.1919,J ,L,A
5,13000,-2.5,2,0.1907,J ,L,A
2,14000,-2.5,2,0.2723,J ,L,A
2.5,14000,-2.5,2,0.2281,J ,L,A
3,14000,-2.5,2,0.2055,J ,L,A
3.5,14000,-2.5,2,0.1933,J ,L,A
4,14000,-2.5,2,0.1871,J ,L,A
4.5,14000,-2.5,2,0.1841,J ,L,A
5,14000,-2.5,2,0.1829,J ,L,A
2.5,15000,-2.5,2,0.2283,J ,L,A
3,15000,-2.5,2,0.2022,J ,L,A
3.5,15000,-2.5,2,0.1884,J ,L,A
4,15000,-2.5,2,0.1811,J ,L,A
4.5,15000,-2.5,2,0.1776,J ,L,A
5,15000,-2.5,2,0.176,J ,L,A
2.5,16000,-2.5,2,0.2298,J ,L,A
3,16000,-2.5,2,0.2002,J ,L,A
3.5,16000,-2.5,2,0.1845,J ,L,A
4,16000,-2.5,2,0.1763,J ,L,A
4.5,16000,-2.5,2,0.1721,J ,L,A
5,16000,-2.5,2,0.1702,J ,L,A
2.5,17000,-2.5,2,0.2325,J ,L,A
3,17000,-2.5,2,0.1991,J ,L,A
3.5,17000,-2.5,2,0.1817,J ,L,A
4,17000,-2.5,2,0.1724,J ,L,A
4.5,17000,-2.5,2,0.1676,J ,L,A
5,17000,-2.5,2,0.1655,J ,L,A
2.5,18000,-2.5,2,0.2365,J ,L,A
3,18000,-2.5,2,0.1986,J ,L,A
3.5,18000,-2.5,2,0.1795,J ,L,A
4,18000,-2.5,2,0.1694,J ,L,A
4.5,18000,-2.5,2,0.164,J ,L,A
5,18000,-2.5,2,0.1614,J ,L,A
2.5,19000,-2.5,2,0.2427,J ,L,A
3,19000,-2.5,2,0.1986,J ,L,A
3.5,19000,-2.5,2,0.1777,J ,L,A
4,19000,-2.5,2,0.1667,J ,L,A
4.5,19000,-2.5,2,0.161,J ,L,A
5,19000,-2.5,2,0.1581,J ,L,A
3,20000,-2.5,2,0.1996,J ,L,A
3.5,20000,-2.5,2,0.176,J ,L,A
4,20000,-2.5,2,0.1643,J ,L,A
4.5,20000,-2.5,2,0.1583,J ,L,A
5,20000,-2.5,2,0.1552,J ,L,A
3,21000,-2.5,2,0.2018,J ,L,A
3.5,21000,-2.5,2,0.1752,J ,L,A
4,21000,-2.5,2,0.1621,J ,L,A
4.5,21000,-2.5,2,0.1558,J ,L,A
5,21000,-2.5,2,0.1527,J ,L,A
3,22000,-2.5,2,0.2054,J ,L,A
3.5,22000,-2.5,2,0.1755,J ,L,A
4,22000,-2.5,2,0.1607,J ,L,A
4.5,22000,-2.5,2,0.1536,J ,L,A
5,22000,-2.5,2,0.1504,J ,L,A
3,23000,-2.5,2,0.2099,J ,L,A
3.5,23000,-2.5,2,0.1767,J ,L,A
4,23000,-2.5,2,0.1604,J ,L,A
4.5,23000,-2.5,2,0.1522,J ,L,A
5,23000,-2.5,2,0.1486,J ,L,A
3,24000,-2.5,2,0.2157,J ,L,A
3.5,24000,-2.5,2,0.1788,J ,L,A
4,24000,-2.5,2,0.1609,J ,L,A
4.5,24000,-2.5,2,0.1518,J ,L,A
5,24000,-2.5,2,0.1475,J ,L,A
3,25000,-2.5,2,0.2231,J ,L,A
3.5,25000,-2.5,2,0.1812,J ,L,A
4,25000,-2.5,2,0.1618,J ,L,A
4.5,25000,-2.5,2,0.152,J ,L,A
5,25000,-2.5,2,0.1471,J ,L,A
3,26000,-2.5,2,0.2309,J ,L,A
3.5,26000,-2.5,2,0.1841,J ,L,A
4,26000,-2.5,2,0.1632,J ,L,A
4.5,26000,-2.5,2,0.1525,J ,L,A
5,26000,-2.5,2,0.1473,J ,L,A
3.5,27000,-2.5,2,0.1871,J ,L,A
4,27000,-2.5,2,0.1645,J ,L,A
4.5,27000,-2.5,2,0.1532,J ,L,A
5,27000,-2.5,2,0.1475,J ,L,A
3.5,28000,-2.5,2,0.1889,J ,L,A
4,28000,-2.5,2,0.1655,J ,L,A
4.5,28000,-2.5,2,0.1535,J ,L,A
5,28000,-2.5,2,0.1475,J ,L,A
3.5,29000,-2.5,2,0.188,J ,L,A
4,29000,-2.5,2,0.1654,J ,L,A
4.5,29000,-2.5,2,0.1531,J ,L,A
5,29000,-2.5,2,0.1468,J ,L,A
3.5,30000,-2.5,2,0.185,J ,L,A
4,30000,-2.5,2,0.1633,J ,L,A
4.5,30000,-2.5,2,0.1515,J ,L,A
5,30000,-2.5,2,0.1451,J ,L,A
3.5,31000,-2.5,2,0.1823,J ,L,A
4,31000,-2.5,2,0.1594,J ,L,A
4.5,31000,-2.5,2,0.1482,J ,L,A
5,31000,-2.5,2,0.1419,J ,L,A
4,32000,-2.5,2,0.1546,J ,L,A
4.5,32000,-2.5,2,0.1434,J ,L,A
5,32000,-2.5,2,0.1374,J ,L,A
4,33000,-2.5,2,0.1502,J ,L,A
4.5,33000,-2.5,2,0.1378,J ,L,A
5,33000,-2.5,2,0.1317,J ,L,A
4,34000,-2.5,2,0.1463,J ,L,A
4.5,34000,-2.5,2,0.1324,J ,L,A
5,34000,-2.5,2,0.1257,J ,L,A
4,35000,-2.5,2,0.1419,J ,L,A
4.5,35000,-2.5,2,0.1272,J ,L,A
5,35000,-2.5,2,0.1199,J ,L,A
4.5,37500,-2.5,2,0.1136,J ,L,A
5,37500,-2.5,2,0.1054,J ,L,A
4.5,40000,-2.5,2,0.104,J ,L,A
5,40000,-2.5,2,0.0928,J ,L,A
5,42500,-2.5,2,0.0869,J ,L,A
5,45000,-2.5,2,0.085,J ,L,A
5,47500,-2.5,2,0.0847,J ,L,A
5,50000,-2.5,2,0.0848,J ,L,A
0,3500,-2,2,0.5339,J ,L,A
0.5,3500,-2,2,0.5287,J ,L,A
1,3500,-2,2,0.5113,J ,L,A
1.5,3500,-2,2,0.4519,J ,L,A
2,3500,-2,2,0.3627,J ,L,A
2.5,3500,-2,2,0.3048,J ,L,A
3,3500,-2,2,0.2853,J ,L,A
3.5,3500,-2,2,0.272,J ,L,A
4,3500,-2,2,0.2742,J ,L,A
4.5,3500,-2,2,0.3032,J ,L,A
5,3500,-2,2,0.3129,J ,L,A
0,3750,-2,2,0.5048,J ,L,A
0.5,3750,-2,2,0.5002,J ,L,A
1,3750,-2,2,0.4968,J ,L,A
1.5,3750,-2,2,0.4933,J ,L,A
2,3750,-2,2,0.466,J ,L,A
2.5,3750,-2,2,0.4028,J ,L,A
3,3750,-2,2,0.3311,J ,L,A
3.5,3750,-2,2,0.2828,J ,L,A
4,3750,-2,2,0.2689,J ,L,A
4.5,3750,-2,2,0.2605,J ,L,A
5,3750,-2,2,0.2575,J ,L,A
0,4000,-2,2,0.469,J ,L,A
0.5,4000,-2,2,0.4658,J ,L,A
1,4000,-2,2,0.4637,J ,L,A
1.5,4000,-2,2,0.4619,J ,L,A
2,4000,-2,2,0.4611,J ,L,A
2.5,4000,-2,2,0.4508,J ,L,A
3,4000,-2,2,0.4123,J ,L,A
3.5,4000,-2,2,0.3541,J ,L,A
4,4000,-2,2,0.3061,J ,L,A
4.5,4000,-2,2,0.268,J ,L,A
5,4000,-2,2,0.2692,J ,L,A
0,4250,-2,2,0.4304,J ,L,A
0.5,4250,-2,2,0.4286,J ,L,A
1,4250,-2,2,0.4281,J ,L,A
1.5,4250,-2,2,0.4276,J ,L,A
2,4250,-2,2,0.428,J ,L,A
2.5,4250,-2,2,0.428,J ,L,A
3,4250,-2,2,0.4213,J ,L,A
3.5,4250,-2,2,0.3969,J ,L,A
4,4250,-2,2,0.355,J ,L,A
4.5,4250,-2,2,0.3143,J ,L,A
5,4250,-2,2,0.2856,J ,L,A
0,4500,-2,2,0.4034,J ,L,A
0.5,4500,-2,2,0.4002,J ,L,A
1,4500,-2,2,0.397,J ,L,A
1.5,4500,-2,2,0.3959,J ,L,A
2,4500,-2,2,0.3962,J ,L,A
2.5,4500,-2,2,0.3968,J ,L,A
3,4500,-2,2,0.3965,J ,L,A
3.5,4500,-2,2,0.3916,J ,L,A
4,4500,-2,2,0.3727,J ,L,A
4.5,4500,-2,2,0.3447,J ,L,A
5,4500,-2,2,0.3094,J ,L,A
0,4750,-2,2,0.3879,J ,L,A
0.5,4750,-2,2,0.3834,J ,L,A
1,4750,-2,2,0.3785,J ,L,A
1.5,4750,-2,2,0.374,J ,L,A
2,4750,-2,2,0.3707,J ,L,A
2.5,4750,-2,2,0.3695,J ,L,A
3,4750,-2,2,0.3689,J ,L,A
3.5,4750,-2,2,0.3671,J ,L,A
4,4750,-2,2,0.3619,J ,L,A
4.5,4750,-2,2,0.3454,J ,L,A
5,4750,-2,2,0.3228,J ,L,A
0,5000,-2,2,0.3759,J ,L,A
0.5,5000,-2,2,0.3728,J ,L,A
1,5000,-2,2,0.3683,J ,L,A
1.5,5000,-2,2,0.3631,J ,L,A
2,5000,-2,2,0.3578,J ,L,A
2.5,5000,-2,2,0.354,J ,L,A
3,5000,-2,2,0.351,J ,L,A
3.5,5000,-2,2,0.3479,J ,L,A
4,5000,-2,2,0.3428,J ,L,A
4.5,5000,-2,2,0.3322,J ,L,A
5,5000,-2,2,0.3164,J ,L,A
0,5250,-2,2,0.3628,J ,L,A
0.5,5250,-2,2,0.3619,J ,L,A
1,5250,-2,2,0.3594,J ,L,A
1.5,5250,-2,2,0.3559,J ,L,A
2,5250,-2,2,0.3515,J ,L,A
2.5,5250,-2,2,0.347,J ,L,A
3,5250,-2,2,0.3427,J ,L,A
3.5,5250,-2,2,0.3388,J ,L,A
4,5250,-2,2,0.3334,J ,L,A
4.5,5250,-2,2,0.3293,J ,L,A
5,5250,-2,2,0.314,J ,L,A
0,5500,-2,2,0.349,J ,L,A
0.5,5500,-2,2,0.349,J ,L,A
1,5500,-2,2,0.349,J ,L,A
1.5,5500,-2,2,0.3474,J ,L,A
